hscode,description,net_wt_kg,assess_value_bdt,invoice_value_bdt
62081900,"Slips And Petticoats Of Other Textiles, (Exl. Man Made Fibre)",66,11264,5522
62082100,Women'S Or Girls' Nightdresses And Pyjamas Of Cotton,231,100133,49080
62082200,Women'S Or Girls' Nightdresses And Pyjamas Of Man-Made Fibres,158,63396,9325
62082900,"Womens/Girl'S Nightdresses & Pyjamas Of Tex.Mat.(Exl.Cotton, Man Made Fib.",0,627,614
62089100,"Women'S Or Girls' Dressing Gowns, Panties, Etc, Of Cotton",1807,581245,283928
62089200,"Women'S Or Girls' Dressing Gowns, Panties, Etc, Of Man-Made Fibres",2,1252,1227
62089900,"Womens/Girl'S Dressing Gowns,Panties,Etc,Of Oth.Tex.(Exl.Cotton Man M.Fib.",5689,3011822,1495222
62092000,Babies' Garments And Clothing Accessories Of Cotton,2798,1670071,1251922
62093000,Babies' Garments And Clothing Accessories Of Synthetic Fibres,7414,3488236,897919
62099000,"Babies Garments&Clothing Accessories Of Oth.Tex.(Exl.Wool,Cotton,Syn.Fib)",54527,22471066,11961373
62101000,"GARMENTS, MADE UP..OF HEAD.5602,5603,5903, 5906 OR 5907 OF FABRICS OF HEAD.5602 OR 5603",7341,70073282,68688247
62102000,"Garments Of 6201.11 To 19, Made Up Of Fabrics Of 59.03, 59.06 Or59.07",6,7376,7362
62104000,"Men'S Or Boys' Garments Made Up Of Fabrics Of 59.03, 59.06 Or 59.07",9894,19627779,19225421
62105000,"Women'S Or Girls' Garments Made Up Of Fabrics Of 59.03, 59.06 Or 59.07",3,4009,3926
62111100,Men'S Or Boys' Swimwear,378,276031,265758
62111200,Women'S Or Girls' Swimwear,18,12357,12214
62112000,Ski Suits,120,60165,53439
62113200,"Men's or boys' garments of cotton, nes",476,300488,278579
62113300,"Men's or boys' garments of man-made fibres, nes",4,10650,10436
62113900,"Men's or boys' garments of other textiles, nes",454,179691,147314
62114200,"Women's or girls' garments of cotton, nes",435,139003,136360
62114300,"Women's or girls' garments of man-made fibres, nes",4,13003,9499
62114900,"Women's or girls' garments of other textiles, nes",996,626415,546593
62121000,Brassisres,5050,2753614,1677294
62122000,Girdles And Panty-Girdles,1055,862713,315675
62129000,"Corsets, Braces, Garters, Suspenders And Similar Articles",2658,1928445,620064
62141000,"Shawls,Scarves,Mufflers,Mantillas,Veils,& The Like Of Silk Or Silk Waste",1247,513239,389573
62142000,"Shawls,Scarves,Mufflers,Mantillas,Veils & The Like Of Wool/Finearri Hair",177,83483,52761
62144000,"Shawls,Scarves,Mufflers,Mantillas,Veils & The Like Of Artificial Fibre",38,20026,16565
62149000,"Shawls,Scrvs.,Mflrs.,Mntls.,Veils,Etc,Of Oth.Textls.(Exl.Silk/Wool,Syn/Art",63970,23422756,10786494
62151000,"Ties, Bow Ties And Cravats Of Silk Or Silk Waste",8,6074,6012
62152000,"Ties, Bow Ties And Cravats Of Man-Made Fibres",2,1254,1227
62159000,"Ties, Bow Ties And Cravats Of Other Textiles,Nes(Excl.Silk Man Made Fibre)",1111,198799,160173
62160000,"Gloves, Mittens And Mitts",610,235384,150290
62171000,"Clothing Accessories, Nes",10525,9555669,8798441
62179000,"Parts Of Garments Or Clothing Accessories, Nes",2274,2666755,2514354
63011000,Electric Blankets,234,39327,27334
63012000,"Blankets (Excl. Electric Blankets) And Travelling Rugs, Of Wool...",3461,2530762,1648475
63013000,"Blankets (Excl. Electric Blankets) And Travelling Rugs, Of Cotton",1511,1183367,1159883
63014000,"Blankets (Excl. Electric Blankets), Etc, Of Synthetic Fibres",163,204427,197532
63019000,"Blankets And Travelling Rugs, Nes",2738,2203555,1544841
63021000,"Bed Linen, Knitted Or Crocheted",2141,1412468,1136995
63022100,Printed Bed-Linen Of Cotton (Excl. Knitted Or Crocheted),1070,486077,430346
63022900,Printed Bed-Linen Of Other Textiles (Excl. Knitted Or Crocheted),11668,5754894,3549851
63023100,"Bed Linen Of Cotton (Excl. Printed, Knitted Or Crocheted)",144,90107,83521
63023200,"Bed Linen Of Man-Made Fibres (Excl. Printed, Knitted Or Crocheted)",22,13518,13252
63023900,"Bad Linen Of Other Textiles (Excl. Printed, Knitted Or Crocheted)",1152,576776,489524
63024000,"Table Linen, Knitted Or Crocheted",3698,1645583,887885
63025300,Table Linen Of Man-Made Fibres (Excl. Knitted Or Crocheted),7223,2718978,2137381
63025900,"Table Linen Of Other Textiles, Nes (Excl. Knitted Or Crocheted)",1689,422812,100675
63026000,"Toilet Linen And Kitchen Linen, Of Terry Fabrics, Of Cotton",52069,13418072,11442420
63029100,"Linen Of Cotton, Nes",9094,2296697,1936479
63029300,"Linen Of Man-Made Fibres, Nes",620,310608,104153
63029900,"Linen Of Other Textiles, Nes",3427,1374379,763064
63031200,"Curtains, Etc; Bed Valances Of Synthetic Fibres, Knitted Or Crocheted",364,285707,280689
63031900,"Curtains, Etc; Bed Valances Of Textile Materials, Knitted Or Crocheted",87,87117,10675
63039100,Curtains&Interior Blinds;Curtain/Bed Vlncs.Of Cotton(Exl.Knitted/Crocheted,125,50502,44172
63039200,Curtains&Intror.Blinds;Curtain/Bed Vlncs.Of Synthtc.Fbrs.(Exl.Knitted/Cro.,368,320964,298285
63039900,Curtains&Intror.Blinds;Curtain/Bed Valances Of Oth.Txtls.(Exl.Knitted/Croc,697,377391,184531
63041100,Knitted Or Crocheted Bedspreads,558,293015,124909
63041900,Bedspreads (Excl. Knitted Or Crocheted),4936,1876209,1031934
63042000,Bed nets specified in Subheading Note 1 to this Chapter,240,109945,55706
63049100,"Knitted Or Crocheted Furnishing Articles, Nes",58,25407,5337
63049200,"Furnishing Articles, Nes, Of Cotton (Excl. Knitted Or Crocheted)",76,36434,23758
63049300,Furnishing Articles Of Synthetic Fibres (Excl. Knitted Or Crocheted),947,385195,88789
63049900,Furnishing Articles Of Other Textiles (Excl. Knitted Or Crocheted),3693,1623050,843863
63051000,"Sacks And Bags, Used For Packing Goods, Of Jute, Etc",454,228150,152762
63052000,"Sacks And Bags, Used For Packing Goods, Of Cotton",4,6346,6258
63053200,"Flexible Intermediate Bulk Containers, Of Man-Made Textile Materials",11,6886,6749
63053900,"Sacks And Bags, Used For Packing Goods, Of Man-Made Textile Fibres, Nes",1736,653295,400738
63059000,"Sacks And Bags, Used For Packing Goods, Of Other Textiles, Nes",2464,1076780,407672
63061200,"Tarpaulins, Awnings And Sunblinds, Of Synthetic Fibres",317551,139108208,63730994
63062200,Tents Of Synthetic Fibres,5047,1594916,974974
63062900,"Tents Of Textiles, (Excl. Cotton Or Synthetic Fibres)",201,69985,39166
63063000,Tents: Sails,15,6765,828
63069000,Other camping goods,5189,2137991,1934795
63071000,"Floor-Cloths, Dish-Cloths, Dusters And Similar Cleaning Cloths",8244,3654463,1728946
63072000,Life-Jackets And Life-Belts,4321,1292669,775533
63079000,"Made Up Articles (Incl. Dress Patterns), Nes",299928,92624113,78162505
63090000,Worn clothing and other worn articles,1258800,56994660,9942185
63109000,"USED OR NEW RAGS, SCRAP TWINE, CORDAGE, ROPE AND CABLES AND WORN OUT ART..,EXCL. SORTED",2867,266873,266873
64011000,Waterproof Footwear Incorporating A Protective Metal Toe-Cap...,1519,372464,269223
64019200,Waterproof Footwear Covering The Ankle But Not The Knee,2844,471812,453646
64019900,Waterproof Footwear Nes.,49816,6811078,5151421
64021900,"Sport Footwear, Nes, Of Rubber Or Plastics",75,23162,15700
64022000,"Footwear With Upper Straps/Thongs Plugged Into Soles,Of Rubber Or Plastics",939,706370,692459
64029900,"Footwear, Nes, Exl. Covering The Ankle, Of Rubber Or Plastics",186083,58446393,43095692
64031200,"Ski-Boots,Snowbrd Boots,With Rubber,Plastics,Leather Soles,& Leather Upper",232,82602,5399
64031900,"Sports Footwear, With Rubber, Plastics, Leather...Soles, Leather Uppers",1260,909322,599334
64032000,"Footwear With Leather Soles And Straps (Over Instep, Around Big Toe)",15,4167,4086
64034000,"Footwear, With A Metal Toe-Cap, Leather Uppers",16689,5107494,2972009
64035900,"Footwear With Leather Soles And Uppers, Not Covering The Ankle",1286,3272315,3031490
64039900,"Footwear With Rubber... Soles, Leather Uppers, Not Covering The Ankle",20070,6971261,3858002
64041100,"Sports Shoes, Etc, With Rubber Or Plastic Soles And Textile Uppers",2230,1407831,271777
64041900,"Sports Footwear, With Rubber Or Plastic Soles And Textile Uppers",1134,1194254,1089555
64042000,Footwear With Leather Or Composition Leather Soles And Textile Uppers,22,23035,11779
64051000,"Footwear, Nes, With Leather Or Composition Leather Uppers",69740,24228026,11268574
64052000,"Footwear, Nes, With Textile Uppers",3321,1638024,593125
64059000,"Footwear, Nes",90602,35490297,23282843
64061000,"Parts of footwear, uppers and parts thereof, imported by footwear manufacturing industry",126851,47396587,41746432
64061000,"Uppers and parts thereof, other than stiffeners",63207,16179458,10976974
64062000,"Outer soles and heels, of rubber or plastics",36484,9415459,6496226
64062000,Parts of footwear imported by footwear manufacturing industry,296819,79384079,64348193
64069000,Other Parts of footwear,93304,25288127,19830587
65020000,"Hat-Shapes, Plaited Or Made By Assembling Strips Of Any Material",5,2344,920
65040000,"Hats And Other Headgear, Plaited Or Assembled By Strips Of Any Material",40,15020,9816
65050000,"Hats and other headgear, knitted or crocheted, . trimmed; hair-nets of any material, wh",16213,3825169,2540422
65061000,Safety Headgear,83442,56436755,52323493
65069100,"Hats And Other Headgear, Of Rubber Or Plastics",670,281673,243492
65069900,"Hats And Other Headgear, Nes",1527,437472,204662
65070000,"Head-Bands, Linings, Covers, Hat Foundations, Etc, For Headgear",671,371497,198108
66011000,Garden Or Similar Umbrellas,1423,165260,157485
66019100,"Umbrellas And Sun Umbrellas, Having A Telescopic Shaft",7851,2375515,537132
66019900,"Umbrellas And Sun Umbrellas, Nes",14649,4930509,3238503
66020000,"Walking-Sticks, Seat-Sticks, Whips, Riding-Crops And The Like",5785,3462999,2159941
66032000,"Umbrella Frames, Including Frames Mounted On Shafts (Sticks)",1112185,118423464,108606818
66039000,"Parts, Trimmings And Accessories Of Articles Of 66.01 Or 66.02",27580,3969726,3662707
67010000,"Skins Of Birds With Feathers Or Down, Feathers, Etc",272,51049,31266
67021000,"Artificial Flowers, Foliage And Fruit And Articles Thereof Of Plastics",52152,19652561,14242018
67029000,"Artificial Flowers, Foliage, Etc And Articles Thereof Of Other Materials",54617,20272299,10681911
67030000,"Human Hair, Dressed, Etc; Animal Hair And Synthetic Materials For Wigs",1644,2469273,307150
67041100,Complete Wigs Of Synthetic Textile Materials,6,12019,9325
67041900,"False Beards, Eyebrows And Eyelashes, Etc, Of Synthetic Fibres",240,120356,73077
67042000,"Wigs, False Beards, Eyebrows, Etc And Articles, Nes, Of Human Hair",9,10641,10430
67049000,"Wigs,False Beards,Eyebrows,Etc Of Animal Hair Or Text,Material",2895,897824,344272
68010000,"Setts, Curbstones And Flagstones, Of Natural Stone (Except Slate)",15,7509,1841
68021010,"Tiles, Cubes...; artificially coloured granules, chippings and powder",30,11264,3681
68021090,"Tiles, Cubes...; Artificially Coloured Granules..., For Mosaics",6,2253,736
68022100,"Marble, Travertine, Alabaster, Cut/Sawn, With Flat/Even Surface",32272,2307416,2049388
68022910,Silex/lining/abrasive/polishing disc imported by ceramic products industries,87,722834,708593
68022990,Silex/lining/abrasive/polishing disc imported by other than VAT regi.ceramic prod,607,655270,632862
68029100,"Marble, Travertine And Alabaster, Worked",38507,2650637,1658214
68029300,Worked Granite,129402,8909005,5431367
68029900,"Monumental/Building Stone, Nes, Worked",882954,5016198,4643357
68030000,Worked Slate And Articles Of Slate Or Of Agglomerated Slate,7910,542627,413833
68041000,"Millstones And Grindstones For Milling, Grinding Or Pulping",51425,29243207,22436287
68042100,"Millstones, etc, of agglomerated synthetic or natural diamond",15909,9266637,8294921
68042200,"Millstones, etc, of other agglomerated abrasives or of ceramics",672763,228769719,178994439
68042300,"Millstones, etc, of natural stone",13091,4227348,2807695
68043000,Hand Sharpening Or Polishing Stones,71869,12770259,8166595
68051000,"NATURAL OR ARTIFICIAL ABRASIVE POWDER OR GRAIN..,ON A BASE OF WOVEN TEXTILE FABRIC ON",79824,53061713,29272106
68052000,"Natural Or Artificial Abrasive Powder/Grain, On Paper/Paperboard",143317,88777324,51845477
68053000,"Natural Or Artificial Abrasive Powder/Grain, On A Base Of Materials, Nes",50229,38994732,31945482
68061000,"Slag Wool, Rock Wool, Etc (Incl. Intermixtures) In Bulk, Sheets Or Rolls",255480,27016671,24603186
68069000,"OTH. WOOL,EXCL.SLAG WOOL,ROCK WOOLAND SIMILAR, EXFOLIATED VERMICULITE, EXPANDED CLAYS..",84144,15956985,11915547
68071000,"Articles Of Asphalt Or Of Similar Material, In Rolls",131253,15166992,13170155
68080000,"Panels, Boards..., Of Wood Waste, Etc, Agglomerated With Cement, Etc",213948,18731518,10691396
68091100,"Boards..., Of Plaster..., Reinforced With Paper Or Paperboard Only",12100,1599255,967367
68099000,"Articles Of Plaster Or Compositions Based On Plaster, Nes",37,6946,4540
68101910,Railway Sleepers,1893418,47498024,38013308
68101990,"Other Tiles,Flagstones,Bricks And Similar Articles (Excl.Railway Sleepers)",11220,2275042,2082563
68109900,"Articles Of Cement, Concrete Or Artificial Stone, Nes",57980,4594035,2795792
68114000,"Articles of asbestos-cement, of cellulose fibre-cement or the like. Containing",547,330548,316807
68118200,"Arti.of asbestos-cement, of cellu...Not cont.asbestos.Ottr sheets, panels, tile",166486,8538593,4928319
68118900,"Arti of asb..Not containing asbestos, NES Other articles",0,9112,8828
68129100,"Clothing, clothing accessories, footwear and headgear, Excl. Of crocodile",41,189504,186897
68129900,Fabricated asbestos fibres;mixtures with a basis of asbestos or with a basis of,49263,3217022,2942180
68132090,Friction material ans articles Exlcuding unfinished,41515,13182752,9617338
68138100,Friction material and articles thereof ..not Containing asbestos Brake linings,133925,29585344,21425099
68138900,Friction material and articles thereof ..not Containing asbestos Excl. Brake l,11,5675,1515
68141000,"Plates, Sheets And Strips Of Agglomerated Or Reconstituted Mica",4991,2000798,1705814
68149000,"Worked Mica And Articles Of Mica, Nes",1338,1959334,1887812
68151100,Articles of stone or of other mineral substance ...Carbon fibres,1001,1198406,856740
68151900,Articles of stone or of other mineral substance .. NES,0,125016,122552
68159900,"Articles Of Stone Or Other Mineral Substances, Nes",5160,3810791,3362305
69010090,"Bricks, Blocks, Tiles... Of Siliceous Fossil Meals Or Earths",1785,326292,122700
69021000,"Refractory Bricks, Blocks, Tiles..., >50% Mgo, Cao, Cr2o3",960471,174417910,106249788
69022000,"Refractory Bricks, Blocks..., >50% Silica (Sio3) Or Alumina (Al2o3)",416737,79900210,53193775
69029000,"Refractory Bricks, Blocks, Tiles, Etc, Nes",48824,7875321,5613437
69031090,"Other Refactory Ceramic Goods,Nes,>50% Of Graphite (Excl.Lab.Articles)....",14062,1356285,1241939
69032020,Ceramic roller and alumina ball,945291,143142156,92829772
69032030,Alumina liner...Containing by weight more than 50% of alumina (Al2O3) or of a mixture of compound,27715,4133901,2638050
69032090,"Refactory Ceramic Goods,Nes,>50% Of Alumina(Al203) Or Silica(Ex.Lab.Articl",175860,64392777,57150300
69039020,Kiln furniture,5640,3388235,3230691
69039090,"Refactory Ceramic Goods, Nes",6741,3438657,3258658
69049000,"Ceramic Flooring Blocks, Support Or Filler Tiles And The Like",89,292384,288345
69051000,Ceramic Roofing Tiles,160835,3007764,2819004
69059000,"Ceramic Chimney-Pots... And Ceramic Constructional Goods,Nes",198,74349,35338
69072100,Of a water absorption coefficient by weight not exceeding 0.5 %,27342,1434359,1298299
69072200,Of a water absorption coefficient by weight not exceeding 0.5 %,3732,110696,103435
69072300,Of a water absorption coefficient by weight exceeding 10 %,9850,360554,310725
69073000,"Mosaic cubes and the like, other than those of subheading 6907.40",12834,611257,577577
69074000,Finishing ceramics,5349320,220558511,182785150
69091200,"Ceramic Wares For Laboratory...Use, Having A Hardness >=9 On The Mohsscale",3,1881164,1844181
69091910,Ceramic Wares For Lab.Use(Excl.Porcelain Or China)Having A Hardness <9mohs,30355,7610121,5287668
69099000,"Ceramic (Agricultural) Troughs, Tubs...; Ceramic Pot, Jars..., Nes",1552,520195,501712
69101000,"Ceramic Sinks... And Other Sanitary Fixtures, Of Porcelain Or China",448036,40749367,31815338
69109000,"Ceramic Sinks, Wash Basins, Baths... And Other Sanitary Fixtures, Nes",450630,42660464,34758706
69111000,"Tableware And Kitchenware, Of Porcelain Or China",10240,10390092,10041832
69119000,"Household And Toilet Articles, Nes, Of Porcelain Or China",902,314759,105321
69120000,Ceramic Tableware... Other Household Articles (Excl. Porcelain Or China),10919,4093675,3152587
69131000,Statuettes And Other Ornamental Articles Of Porcelain Or China,12441,2514709,1874461
69139000,Statuettes And Other Ornamental Articles (Excl. Porcelain Or China),3472,1228608,968085
69141000,"Ceramic Articles, Nes, Of Porcelain Or China",210,52569,29448
69149000,"Ceramic Articles, Nes (Excl. Porcelain Or China)",1383,1083865,982970
70010000,Cullet And Other Waste And Scrap Of Glass; Glass In The Mass,1371146,33023946,26691034
70021000,"Balls Of Glass, Unworked",98,12266,12025
70022000,"Rods Of Glass, Unworked",5,187662,184050
70023110,Neutral Glass Tubes For The Manufacture Of Ampoules And Vials,21798,2751323,1696002
70023910,Neutral Glass Tubes For The Manufacture Of Ampoules And Vials,160209,39326621,32547195
70023990,"Tubes Of Glass, Unworked, Nes",33,86635,84916
70031200,"Nonwired Unworked Sheets Cast/Rolled Glass,Coloured,Opacified,Flashed Or..",67819,2092073,2033516
70031900,"Non-Wired Unworked Sheets Of Cast/Rolled Glass, Nes",739637,20576658,19474622
70049000,"Unworked Drawn/Blown Glass (Excl. Coloured, Opacified, Etc)",78000,3057200,2537863
70051000,"Nonwired Unworked Sheets Of Float/Ground/Polished Glass,Wth Absorbnt Layer",202610,9782455,8648478
70052910,Ultra clear glass imported by VAT registered refrigerator or freezer manf. ind.,419437,16800190,11511334
70052990,Excl. Ultra clear glass imported by VAT registered refrigerator or freezer manf. ind.,125098,4924523,4210421
70060000,"Glass Of 70.03, 70.04 Or 70.05, Bent, Edge-Worked, Engraved, Etc",147714,18371307,13536875
70071100,"Toughened (tempered) safety glass for use in v..., aircraft, spacecraft or vessels:",116262,26820501,18990727
70071910,UL Marked Glass,14400,2162835,1182828
70071910,UL marked glass Imported by fire door manufacturing industry,270,314167,307977
70071990,"Toughened (Tempered) Safety Glass, Nes",1695894,348156058,237262900
70072100,"Laminated safety glass for vehicles, aircraft, etc ...., aircraft, spacecraft or vessels",263165,64709415,52969865
70072900,"Laminated Safety Glass, Nes",36987,6659675,5353234
70080000,Multiple-Walled Insulating Units Of Glass,186949,33277048,24434592
70091000,"Rear-View Mirrors For Vehicles, Of Glass",81656,38276040,32619680
70099190,Unframed Glass Mirrors (Excl.Spherical & Cylinderical Only For Lab Use),161119,12287225,8782266
70099210,"Framed Glass Mirrors,Spherical & Cylindrical Only For Laboratory Use",1,815,798
70099290,Framed Glass Mirrors (Excl. Spherical & Cylindrical Only For Lab.Use),37476,5893174,4157968
70101000,Glass Ampoules,15995,14093500,13791153
70102000,"Stoppers, Lids And Other Closures Of Glass",158485,30200023,26262693
70109000,"Carboys, bottles, flasks, jars, pots...nes, excl.jar of glass, glass bottles, jar",1018590,170705044,148405939
70112000,"Open Glass Envelopes (Incl. Bulbs And Tubes), For Cathode-Ray Tubes",1,1239,1227
70132200,Glassware...Stemware drinking glasses other than of glass-ceramics of lead crys,374,117687,54777
70132800,Glassware...Stemware drinking glasses other than of glass-ceramics Excl. of lea,5086,1535010,1344853
70133300,"Glassware..Other drinking glasses, other than of glass ceramics Of lead crysta",5,1877,614
70133700,"Glassware..Other drinking glasses, other than of glass ceramics Excl. Of lead",78309,24793675,18008320
70134100,Glassware of a kind used for table (other than drinking glasses) Of lead crysta,236,73844,21534
70134900,Glassware ...(othr than dri.glasses) or kit.purposes other than of glass-cerami,96666,30449880,13919709
70139100,"Glassware For Toilet, Office, Indoor Decorations, Etc, Of Lead Crystal",5,3000,3000
70139990,"Glassware For Toilet, Office, Indoor Decorations, Etc, Nes",63830,19750432,16556827
70151000,"Glasses For Corrective Spectacles, Not Optically Worked",722,182963,149850
70159000,"Clock Or Watch Glasses, Glass For Non-Corrective Spectacles, Etc, Now",5,3081,3068
70161010,Glass cube Imported by industrail IRC holder VAT compliant glass mozaic manufactuing industry,6289,782459,771709
70161090,"Glass Cubes And Other Glass Smallwares, For Decorative Purposes",12560,1144352,795783
70169000,"Paving Blocks... Of Glass, For Building Or Construction Purposes, Nes",228311,17061635,15718432
70171000,"Laboratory, Hygienic Or Pharmaceutical Glassware, Of Fused Quartz...",83,737072,722547
70179000,"Laboratory, Hygienic Or Pharmaceutical Glassware, Nes",52309,12497349,10060951
70181000,"Glass Smallware (Incl. Beads, Imitation Pearls/Stones, Etc)",337690,78649754,54298785
70189000,"Glass Statuettes And Other Ornaments Of Lamp-Worked Glass, Nes",469,145121,94937
70191200,Rovings Of Glass Fibres,29464,4423220,2761187
70191300,"Other yarn, slivers",3,1731,1718
70191500,Chemically bonded mats,124680,15752467,15036149
70191900,"OTH. YARN AND STRANDS, EXCL.(CHOPPED STRANDS, OF A LENGTH OF NOT >50MM, ROVINGS)",173,389197,350240
70196110,Closed woven fabrics of roving,12,21731,21304
70196290,"Other closed fabrics of roving, ExcludingImp. by Ind. IRC holder VAT compliant bio-g",823,121561,30295
70196300,"Closed woven fabrics, plain weave, of yarns, not coated or laminated",50,13643,13374
70196990,Other,4598,628506,469766
70197110,Glass fiber in sheet form imported by accumulator manufacturing industry,4000,1447742,1222583
70197190,Chemically bonded fabrics : Veils (thin sheets)(Excl Glass Fib..),40405,9565883,8046288
70197200,Other closed fabrics,413,104839,92786
70198000,Glass wool and articles of glass wool,210724,27569977,21894859
70199090,"Other Article of Glass Fibre,nes",26315,8166108,7523707
70200010,"Other articles of glass, Glass inners for vacuum flasks or for other vacuum ves",28,12338,2454
70200090,"Other articles of glass, Excl. Glass inners for vacuum flasks or for other vac",3834,2168102,1070521
71131900,Articles Of Jewellery And Parts Thereof Of Precious Metal (Excl. Silver),763,370998,138528
71132000,Articles Of Jewellery... Of Base Metal Clad With Precious Metal,977,486889,172626
71141100,Articles Of Goldsmiths' Or Silversmiths' Wares Of Silver,0,976,962
71159000,"OTH. ARTICLES OF PRECIOUS METAL OR OF.., EXCL. CATALYSTS IN THE FORM OF WIRE CLOTH..",310,58202,38037
71171100,Cuff-Links And Studs Of Base Metal (Incl. Plated),3,2276,2232
71171900,"Imitation Jewellery Of Base Metal (Incl. Plated), Nes",138391,85095470,39381864
71179000,Imitation Jewellery (Excl. Of Base Metal),26266,15569005,9215287
72011000,"Non-Alloy Pig Iron Containing, =<0.5% Phosphorus, In Pigs, Blocks",300000,23276601,20245500
72021900,"Ferro-Manganese, Containing By Weight =<2% Carbon",11500,11441554,1631653
72022100,"Ferro-Silicon, Containing By Weight >55% Silicon",569850,97285617,80412968
72022900,"Ferro-Silicon, Containing By Weight =<55% Silicon",3000,919979,562809
72023000,Ferro-Silico-Manganese,1625800,230702623,160337366
72029900,"Ferro-Alloys, Nes",22260,9066775,5203968
72031000,"Ferrous Products Obtained By Direct Reduction Of Iron Ore, In Lumps...",17098690,849695449,695442487
72041000,Waste and scrap of cast iron,410915,21620320,21194315
72043000,Waste and scrap of tinned iron or steel,1608410,79792751,72307998
72044900,"Ferrous waste and scrap, nes",406581449,20236784648,17893624305
72051000,"Granules, Of Pig Iron, Spiegelelsen, Iron Or Steel",40008,4658040,3482426
72052100,Powders Of Alloy Steel,10024,1170268,693010
72052900,"Powders Of Pig Iron, Spiegeleisen, Iron Or Steel (Excl. Alloy Steel)",12200,1974158,1270190
72069000,"Iron And Non-Alloy Steel, In Primary Forms (Excl. Ingots), Nes",30,18773,4908
72081000,Flat-Rolled Imported by transformer and products of Chapter 72 & 73 industry,63937,4962844,4740384
72081000,"In coils, not further worked than hot rolled, with patterns in relief",1266025,97996769,81793045
72082500,Flat-Rolled Imported by transformer and products of Chapter 72 & 73 industry,15564,1161746,897560
72082500,Of a thickness of 4.75 mm or more,366184,25482325,21375625
72082600,Flat-Rolled Imported by transformer and products of Chapter 72 & 73 industry,39356,2938808,2269621
72082600,Of a thickness of 3 mm or more but less than 4.75 mm,939133,68218123,56021824
72082700,"Flat-Rolled Imported by transformer, bicycle parts, and products of Chapter 72 & 73 industry",721435,60506254,52956839
72082700,Flat/hot-rolled iron/steel of a thickness of less than 3 mm,1594149,111052725,91727480
72083600,Of a thickness exceeding 10 mm,343700,22976892,22734158
72083700,Flat-Rolled Imported by transformer and products of Chapter 72 & 73 industry,2050392,126393226,117834547
72083700,Of a thickness of 4.75 mm or more but not exceeding 10 mm,1486907,91471911,88691755
72083800,Flat-Rolled Imported by transformer and products of Chapter 72 & 73 industry,4270440,265820551,253741677
72083800,Of a thickness of 3 mm or more but less than 4.75 mm,3102725,188330309,180393845
72083900,Flat-Rolled Imported by transformer and products of Chapter 72 & 73 industry,24000211,1472221491,1411281426
72083900,Of a thickness of less than 3 mm,12188298,784367994,739055236
72084000,Flat-Rolled Imported by transformer and products of Chapter 72 & 73 industry,90701,7040289,6724708
72084000,"Not in coils, not further worked than hot rolled, with patterns in relief",200600,12995791,12853452
72085100,Flat-Rolled Imported by transformer and products of Chapter 72 & 73 industry,60120,5384394,4035094
72085100,Of a thickness exceeding 10 mm,4965262,411545080,403812691
72085200,Flat-Rolled Imported by transformer and products of Chapter 72 & 73 industry,32430,2904312,2136809
72085200,Of a thickness of 4.75 mm or more but not exceeding 10 mm,5283499,385607724,361959827
72085300,Of a thickness of 3 mm or more but less than 4.75 mm,584255,54392884,42590341
72085400,Of a thickness of less than 3 mm,4217098,298751965,268291919
72089000,Other,2105,601970,578764
72091500,"Flat/Cold-Rolled Iron/Steel, In Coils, Width >=600mm, >=3mm Thick",14808,1391235,1271901
72091610,COLD ROLLED STEEL SHEET..Of a thickness exceeding 1 mm but less than 3 mm,81665,6536991,5741636
72091690,"Flat/Cold-Rolled Iron/Steel, In Coils, Width >=600mm, >1mm But <3mm Thick",458694,56623037,47878998
72091790,"Flat/Coldrolled Iron/Steel,In Coils,Width >=600mm, >=0.5mm But <=1mm Thick",1282280,104092392,96114646
72092500,"Flat/Cold-Rolled Iron/Steel, Not In Coils, Width >=600mm, >=3mm Thick",4208,468366,421401
72092600,"Flat/Cold-Rolled Iron/Steel,Not In Coils,Width>=600mm, >1mm But<3mm Thick",145058,12404992,10771860
72092700,"Flat/Coldrolled Iron/Steel,Not In Coils,Wid>=600mm,>=0.5mm But <=1mm Thick",271443,22054402,17766046
72099000,"Flat/Coldrolled Iron/Non-Alloy Steel,Wid>=600mm,Not Clad,Plated/Coated Nes",124584,10151145,6848372
72101200,"Flat-Rolled Iron/Steel, Width >=600mm, <0.5mm Thick, Plated... With Tin",2599577,376563577,308322582
72103000,Electrolytically plated or coated with zinc,27282,2964088,2448229
72104910,Flat rolled prod. of a thickness => 0.4 mm Imp.VAT reg. Refri. & Pre. Fab.bu.Industry,11728836,902888472,782533253
72104990,"Flat rolled products, NES",3798620,332954427,315384665
72106110,Of a thickness of 0.25mm or more Imp by Ind.IRC VAT Compliant cont. color coating lin,1111949,151011239,106627539
72107010,Of a thickness of 0.3 mm or more,2218199,306567174,268973438
72107020,"Painted, varnished or coated with plastics a Of a thickness of 1.0 mm or more",132769,11885477,10462440
72107091,Printed sheet imported by metal can manufacturing industry,51185,7551502,7402707
72107099,"Other painted, varnished or coated with plastics",875885,113941369,105705170
72109000,"Rolled Iron/Steel, Width >=600mm, Otherwise Clad,Plated Or Coated Nes",54133,7492422,5291799
72111900,Other,429786,42083225,34463246
72112300,"Flat/Cold-Rolled Iron/Steel,Width <600mm, Contng.By Weight < 0.25% Carbon",328235,27410927,26908127
