hscode,description,net_wt_kg,assess_value_bdt,invoice_value_bdt
62031900,"Men's or boys' suits of other textiles, nes",920,23470976,23942743
62032200,Men'S Or Boys' Ensembles Of Cotton,3,5032,5084
62032900,"Men'S Or Boys' Ensembles Of Other Textiles, Nes",2,1841,1878
62033100,Men'S Or Boys' Jackets And Blazers Of Wool Or Fine Animal Hair,30,62628,63888
62033200,Men'S Or Boys' Jackets And Blazers Of Cotton,517,390974,478787
62033300,Men'S Or Boys' Jackets And Blazers Of Synthetic Fibres,951,770417,1170326
62033900,"Men'S Or Boy'S Jackets And Blazers Of Other Textiles,(Exl.Wool,Syn.Fab,Cot",2443,399422,1481310
62034100,"Men'S/Boy'S Bib&Brace Trousers,Breeches,Shorts Of Wool Or Fine Animalhar",22,38047,38712
62034200,"Men'S Or Boys' Bib & Brace Trousers, Breeches, Shorts, Of Cotton",4283,3674226,4622391
62034300,"Men'S Or Boys' Bib & Brace Trousers, Breeches & Shorts Of Synthetic Fibres",8288,1900437,3631529
62034900,"Men'S Or Boys' Bib&Brace Trousers,Breeches & Shorts Of Other Textiles,Nes",2054,692554,1066269
62041100,Women'S Or Girls' Suits Of Wool Or Fine Animal Hair,95,82314,88302
62041200,Women'S Or Girls' Suits Of Cotton,2,4908,5009
62042200,Women'S Or Girls' Ensembles Of Cotton,7,10907,11066
62042300,Women's or girls' ensembles of synthetic fibres,116492,49256518,96596900
62042900,"Women'S Or Girls' Ensembles Of Other Textiles, (Exl.Wool,Cotton,Syn.Fibre)",13275,5155157,10254567
62043100,Women'S Or Girls' Jackets And Blazers Of Wool Or Fine Animal Hair,9,7365,7513
62043200,Women'S Or Girls' Jackets And Blazers Of Cotton,64,64793,65914
62043300,Women'S Or Girls' Jackets And Blazers Of Synthetic Fibres,834,521328,703838
62043900,"Women'S Or Girls' Jackets&Blazers Of Oth.Tex.,(Exl.Wool,Cotton,Syn.Fibre)",38,7976,20406
62044100,Dresses Of Wool Or Fine Animal Hair,2,4296,4384
62044200,Dresses Of Cotton,66,108477,109875
62044300,Dresses Of Synthetic Fibres,22938,11040046,19198535
62044400,Dresses Of Artificial Fibres,1,614,627
62044900,"Dresses Of Other Textiles, (Exl.Wool,Cotton,Syn./Arti.Fibre)",14367,6910209,12837692
62045200,Skirts And Divided Skirts Of Cotton,12,57504,58613
62045300,Skirts And Divided Skirts Of Synthetic Fibres,3,6755,6890
62045900,"Skirts And Divided Skirts Of Other Textiles, (Exl.Wool,Cotton,Syn.Fibre)",1,614,627
62046100,"Women'S Or Girls' Trousers, Breeches, Etc, Of Wool Or Fine Animal Hair",61,92180,94031
62046200,"Women'S Or Girls' Trousers, Breeches, Etc, Of Cotton",391,712683,740763
62046300,"Women'S Or Girls' Trousers, Breeches, Etc, Of Synthetic Fibres",16,30901,31443
62046900,"Women'S/Girl'S Trousers,Breeches,Etc,Of Oth.Tex.,(Exl.Wool,Cotton,Syn.Fib.",314,36908,37706
62052000,Men'S Or Boys' Shirts Of Cotton,11746,1858942,4611212
62053000,Men'S Or Boys' Shirts Of Man-Made Fibres,4,32164,32790
62059000,"Men'S Or Boy'S Shirts Of Other Textiles,(Exl.Wool,Cotton,Man Made Fibre)",2124,308338,441475
62061000,"Women'S Or Girl'S Blouses, Shirts/Blouses Of Silk Or Silk Waste",11,4928,5780
62062000,"Women'S Or Girl'S Blouses, Shirts/Blouses Of Wool Or Fine Animal Hair",110,17610,89358
62063000,"Women'S Or Girls' Blouses, Shirts/Blouses Of Cotton",70,143793,151391
62064000,"Women'S Or Girl'S Blouses, Shirts/Blouses Of Man-Made Fibres",3,12416,12670
62069000,"Women/Girl'S Blouses,Shirts/Blouses Of Oth.Tex.(Exl.Silk,Wool,Of Man M.Fib",472,119600,223685
62071100,Men'S Or Boys' Underpants And Briefs Of Cotton,774,115746,544634
62071900,"Men'S Or Boys' Underpants And Briefs Of Textile Materials, (Exl. Cotton)",2,5523,5635
62072100,Men'S Or Boys' Nightshirts And Pyjamas Of Cotton,895,133667,176538
62072900,"Men'S Or Boy'S Nightshirts & Pyjamas Of Tex.Mate.(Exl.Cotton,Man Made Fib.",1285,239349,602469
62079100,"Men'S Or Boys' Singlets,Vests Dressing Gowns, Etc, Of Cotton",1846,1522876,2303423
62079900,"Mens/Boy'S Singlets,Vests Dressing Gowns,Etc,Of Oth.Tex.(Exl.Cot.Man M.Fib",535,130844,200267
62081900,"Slips And Petticoats Of Other Textiles, (Exl. Man Made Fibre)",504,62476,218125
62082100,Women'S Or Girls' Nightdresses And Pyjamas Of Cotton,6,13968,14249
62082200,Women'S Or Girls' Nightdresses And Pyjamas Of Man-Made Fibres,1,1473,1502
62082900,"Womens/Girl'S Nightdresses & Pyjamas Of Tex.Mat.(Exl.Cotton, Man Made Fib.",1,2823,2882
62089100,"Women'S Or Girls' Dressing Gowns, Panties, Etc, Of Cotton",3094,387500,1279129
62089900,"Womens/Girl'S Dressing Gowns,Panties,Etc,Of Oth.Tex.(Exl.Cotton Man M.Fib.",4764,1516290,2720439
62092000,Babies' Garments And Clothing Accessories Of Cotton,6802,2528301,3220117
62093000,Babies' Garments And Clothing Accessories Of Synthetic Fibres,15560,2169549,7489216
62099000,"Babies Garments&Clothing Accessories Of Oth.Tex.(Exl.Wool,Cotton,Syn.Fib)",27200,7357293,13405657
62101000,"GARMENTS, MADE UP..OF HEAD.5602,5603,5903, 5906 OR 5907 OF FABRICS OF HEAD.5602 OR 5603",1693,250619,367942
62102000,"Garments Of 6201.11 To 19, Made Up Of Fabrics Of 59.03, 59.06 Or59.07",49,1846476,1883591
62104000,"Men'S Or Boys' Garments Made Up Of Fabrics Of 59.03, 59.06 Or 59.07",86,27598,27731
62105000,"Women'S Or Girls' Garments Made Up Of Fabrics Of 59.03, 59.06 Or 59.07",1,2455,2505
62111100,Men'S Or Boys' Swimwear,387,206987,248417
62111200,Women'S Or Girls' Swimwear,37,34328,34815
62112000,Ski Suits,66,37101,41294
62113200,"Men's or boys' garments of cotton, nes",543,261929,383240
62113300,"Men's or boys' garments of man-made fibres, nes",56,1528575,1559187
62113900,"Men's or boys' garments of other textiles, nes",144,26275,42067
62114200,"Women's or girls' garments of cotton, nes",28,41410,42190
62114300,"Women's or girls' garments of man-made fibres, nes",278,44433,111440
62114900,"Women's or girls' garments of other textiles, nes",541,239899,357867
62121000,Brassisres,7110,1997224,3319073
62122000,Girdles And Panty-Girdles,742,238368,603546
62129000,"Corsets, Braces, Garters, Suspenders And Similar Articles",3119,669749,1991654
62132000,Handkerchiefs Of Cotton,5,614,2504
62139000,"Handkerchiefs Of Other Textiles, (Exl. Silk/Silk Waste,Cotton).",2,1227,1252
62141000,"Shawls,Scarves,Mufflers,Mantillas,Veils,& The Like Of Silk Or Silk Waste",6432,1015152,2183095
62142000,"Shawls,Scarves,Mufflers,Mantillas,Veils & The Like Of Wool/Finearri Hair",453,59040,312143
62144000,"Shawls,Scarves,Mufflers,Mantillas,Veils & The Like Of Artificial Fibre",124,45415,83872
62149000,"Shawls,Scrvs.,Mflrs.,Mntls.,Veils,Etc,Of Oth.Textls.(Exl.Silk/Wool,Syn/Art",22605,3575662,7562795
62151000,"Ties, Bow Ties And Cravats Of Silk Or Silk Waste",36,20866,50022
62152000,"Ties, Bow Ties And Cravats Of Man-Made Fibres",4,7978,8144
62159000,"Ties, Bow Ties And Cravats Of Other Textiles,Nes(Excl.Silk Man Made Fibre)",25,11906,29740
62160000,"Gloves, Mittens And Mitts",267,72216,73188
62171000,"Clothing Accessories, Nes",15742,11154850,12284929
62179000,"Parts Of Garments Or Clothing Accessories, Nes",3207,2702950,2847601
63011000,Electric Blankets,10,13988,15271
63012000,"Blankets (Excl. Electric Blankets) And Travelling Rugs, Of Wool...",3696,1436084,2481989
63013000,"Blankets (Excl. Electric Blankets) And Travelling Rugs, Of Cotton",3722,2507581,2895926
63014000,"Blankets (Excl. Electric Blankets), Etc, Of Synthetic Fibres",38,21327,25815
63019000,"Blankets And Travelling Rugs, Nes",1322,848570,1270318
63021000,"Bed Linen, Knitted Or Crocheted",952,299644,469119
63022100,Printed Bed-Linen Of Cotton (Excl. Knitted Or Crocheted),687,558794,569684
63022900,Printed Bed-Linen Of Other Textiles (Excl. Knitted Or Crocheted),3298,1051467,1519835
63023100,"Bed Linen Of Cotton (Excl. Printed, Knitted Or Crocheted)",77,50074,51104
63023900,"Bad Linen Of Other Textiles (Excl. Printed, Knitted Or Crocheted)",1453,477124,753506
63024000,"Table Linen, Knitted Or Crocheted",554,189392,274141
63025300,Table Linen Of Man-Made Fibres (Excl. Knitted Or Crocheted),12150,3988391,4563060
63025900,"Table Linen Of Other Textiles, Nes (Excl. Knitted Or Crocheted)",854,66698,215059
63026000,"Toilet Linen And Kitchen Linen, Of Terry Fabrics, Of Cotton",6525,1531809,2209781
63029100,"Linen Of Cotton, Nes",4110,798695,1029650
63029900,"Linen Of Other Textiles, Nes",2306,392752,921008
63031200,"Curtains, Etc; Bed Valances Of Synthetic Fibres, Knitted Or Crocheted",152,36305,38519
63031900,"Curtains, Etc; Bed Valances Of Textile Materials, Knitted Or Crocheted",556,65652,556183
63039100,Curtains&Interior Blinds;Curtain/Bed Vlncs.Of Cotton(Exl.Knitted/Crocheted,11,3199,3199
63039200,Curtains&Intror.Blinds;Curtain/Bed Vlncs.Of Synthtc.Fbrs.(Exl.Knitted/Cro.,62,40024,47067
63039900,Curtains&Intror.Blinds;Curtain/Bed Valances Of Oth.Txtls.(Exl.Knitted/Croc,129,38173,71466
63041100,Knitted Or Crocheted Bedspreads,520,71191,252978
63041900,Bedspreads (Excl. Knitted Or Crocheted),2096,347302,709349
63042000,Bed nets specified in Subheading Note 1 to this Chapter,278,60134,119731
63049100,"Knitted Or Crocheted Furnishing Articles, Nes",341,73646,128768
63049200,"Furnishing Articles, Nes, Of Cotton (Excl. Knitted Or Crocheted)",95,22953,43301
63049300,Furnishing Articles Of Synthetic Fibres (Excl. Knitted Or Crocheted),1946,169257,792498
63049900,Furnishing Articles Of Other Textiles (Excl. Knitted Or Crocheted),5966,1887839,2494577
63051000,"Sacks And Bags, Used For Packing Goods, Of Jute, Etc",531,214801,265188
63052000,"Sacks And Bags, Used For Packing Goods, Of Cotton",23,5523,13146
63053200,"Flexible Intermediate Bulk Containers, Of Man-Made Textile Materials",1165,151929,299110
63053300,"Sacks And Bags,For Packing Goods,Of Polyethylene/Polypropylene Strip Nes",13,3191,6510
63053900,"Sacks And Bags, Used For Packing Goods, Of Man-Made Textile Fibres, Nes",948,107628,316891
63059000,"Sacks And Bags, Used For Packing Goods, Of Other Textiles, Nes",5892,1332087,2391577
63061200,"Tarpaulins, Awnings And Sunblinds, Of Synthetic Fibres",166,20375,31176
63062200,Tents Of Synthetic Fibres,29,12520,15221
63062900,"Tents Of Textiles, (Excl. Cotton Or Synthetic Fibres)",62,30195,46586
63069000,Other camping goods,9636,13756015,14280623
63071000,"Floor-Cloths, Dish-Cloths, Dusters And Similar Cleaning Cloths",12018,2236395,4274791
63072000,Life-Jackets And Life-Belts,9586,5877211,7136702
63079000,"Made Up Articles (Incl. Dress Patterns), Nes",163515,45566785,55965162
63080000,"Sets Of Woven Fabric And Yarn, For Making Up Into Rugs, Etc, Prs",0,318,324
63090000,Worn clothing and other worn articles,2130329,74000407,230674433
63109000,"USED OR NEW RAGS, SCRAP TWINE, CORDAGE, ROPE AND CABLES AND WORN OUT ART..,EXCL. SORTED",4349,410774,410853
64011000,Waterproof Footwear Incorporating A Protective Metal Toe-Cap...,2649,275277,488568
64019900,Waterproof Footwear Nes.,67864,7976647,9983817
64021900,"Sport Footwear, Nes, Of Rubber Or Plastics",5,663,675
64022000,"Footwear With Upper Straps/Thongs Plugged Into Soles,Of Rubber Or Plastics",984,478129,489348
64029900,"Footwear, Nes, Exl. Covering The Ankle, Of Rubber Or Plastics",80129,20519511,26308119
64031200,"Ski-Boots,Snowbrd Boots,With Rubber,Plastics,Leather Soles,& Leather Upper",638,65054,195329
64031900,"Sports Footwear, With Rubber, Plastics, Leather...Soles, Leather Uppers",1105,791786,985759
64032000,"Footwear With Leather Soles And Straps (Over Instep, Around Big Toe)",1,1227,1253
64034000,"Footwear, With A Metal Toe-Cap, Leather Uppers",10967,5941646,7592787
64035900,"Footwear With Leather Soles And Uppers, Not Covering The Ankle",4312,8596445,9004800
64039100,"Footwear With Rubber... Soles And Leather Uppers, Covering The Ankle,Nes",2,3216,3283
64039900,"Footwear With Rubber... Soles, Leather Uppers, Not Covering The Ankle",6724,1232061,2601341
64041100,"Sports Shoes, Etc, With Rubber Or Plastic Soles And Textile Uppers",1908,303538,1214121
64041900,"Sports Footwear, With Rubber Or Plastic Soles And Textile Uppers",4988,15921453,16346761
64042000,Footwear With Leather Or Composition Leather Soles And Textile Uppers,2018,913265,1196231
64051000,"Footwear, Nes, With Leather Or Composition Leather Uppers",70852,10478394,26177795
64052000,"Footwear, Nes, With Textile Uppers",3895,569550,1857498
64059000,"Footwear, Nes",8591,1834813,3290195
64061000,"Parts of footwear, uppers and parts thereof, imported by footwear manufacturing industry",95254,28287427,30578129
64061000,"Uppers and parts thereof, other than stiffeners",37767,5873287,10595797
64061090,"Uppers And Parts Thereof (Excl. Stiffeners), NES",525,78877,227108
64062000,"Outer soles and heels, of rubber or plastics",22620,4267737,6295494
64062000,Parts of footwear imported by footwear manufacturing industry,307179,64492030,74287517
64069000,Other Parts of footwear,62425,11444353,18601892
65010000,"Hat-Forms, Hat Bodies And Hoods Of Felt; Plateaux And Manchons Of Felt",1536,492029,501918
65040000,"Hats And Other Headgear, Plaited Or Assembled By Strips Of Any Material",1752,217365,440225
65050000,"Hats and other headgear, knitted or crocheted, . trimmed; hair-nets of any material, wh",17635,2249644,5266159
65061000,Safety Headgear,35271,7712958,10765223
65069100,"Hats And Other Headgear, Of Rubber Or Plastics",620,249262,289600
65069900,"Hats And Other Headgear, Nes",546,39032,137221
65070000,"Head-Bands, Linings, Covers, Hat Foundations, Etc, For Headgear",1478,344113,531992
66011000,Garden Or Similar Umbrellas,1015,191163,425270
66019100,"Umbrellas And Sun Umbrellas, Having A Telescopic Shaft",2259,141395,768017
66019900,"Umbrellas And Sun Umbrellas, Nes",26264,5129882,6822460
66020000,"Walking-Sticks, Seat-Sticks, Whips, Riding-Crops And The Like",13165,834034,3022980
66032000,"Umbrella Frames, Including Frames Mounted On Shafts (Sticks)",465123,47181318,50278181
66039000,"Parts, Trimmings And Accessories Of Articles Of 66.01 Or 66.02",11928,1090913,1273432
67010000,"Skins Of Birds With Feathers Or Down, Feathers, Etc",718,53775,136762
67021000,"Artificial Flowers, Foliage And Fruit And Articles Thereof Of Plastics",37082,9043449,13949715
67029000,"Artificial Flowers, Foliage, Etc And Articles Thereof Of Other Materials",41183,7970950,14891479
67030000,"Human Hair, Dressed, Etc; Animal Hair And Synthetic Materials For Wigs",1090,216222,1632657
67041100,Complete Wigs Of Synthetic Textile Materials,71,27126,43810
67041900,"False Beards, Eyebrows And Eyelashes, Etc, Of Synthetic Fibres",607,364140,503628
67042000,"Wigs, False Beards, Eyebrows, Etc And Articles, Nes, Of Human Hair",75,407491,531187
67049000,"Wigs,False Beards,Eyebrows,Etc Of Animal Hair Or Text,Material",4861,529965,1513287
68022100,"Marble, Travertine, Alabaster, Cut/Sawn, With Flat/Even Surface",73695,3702057,5093275
68022990,Silex/lining/abrasive/polishing disc imported by other than VAT regi.ceramic prod,1492,73253,101051
68029300,Worked Granite,27000,1058776,1859535
68029900,"Monumental/Building Stone, Nes, Worked",1099088,5427982,5741105
68041000,"Millstones And Grindstones For Milling, Grinding Or Pulping",60620,13181689,19746652
68042100,"Millstones, etc, of agglomerated synthetic or natural diamond",19593,23324278,23899584
68042200,"Millstones, etc, of other agglomerated abrasives or of ceramics",759468,197364753,258189298
68042300,"Millstones, etc, of natural stone",20615,4382706,7648631
68043000,Hand Sharpening Or Polishing Stones,150658,17371725,20694999
68051000,"NATURAL OR ARTIFICIAL ABRASIVE POWDER OR GRAIN..,ON A BASE OF WOVEN TEXTILE FABRIC ON",66931,27933556,47877074
68052000,"Natural Or Artificial Abrasive Powder/Grain, On Paper/Paperboard",160948,58063293,102981963
68053000,"Natural Or Artificial Abrasive Powder/Grain, On A Base Of Materials, Nes",47259,24847793,33149281
68061000,"Slag Wool, Rock Wool, Etc (Incl. Intermixtures) In Bulk, Sheets Or Rolls",393240,66230467,69459028
68069000,"OTH. WOOL,EXCL.SLAG WOOL,ROCK WOOLAND SIMILAR, EXFOLIATED VERMICULITE, EXPANDED CLAYS..",25143,6272317,6721941
68071000,"Articles Of Asphalt Or Of Similar Material, In Rolls",80280,6751297,7528267
68079000,Articles Of Asphalt Or Of Similar Material (Excl. In Rolls),42441,3897436,4038380
68080000,"Panels, Boards..., Of Wood Waste, Etc, Agglomerated With Cement, Etc",575896,27430206,54123404
68091100,"Boards..., Of Plaster..., Reinforced With Paper Or Paperboard Only",30980,769280,2708814
68099000,"Articles Of Plaster Or Compositions Based On Plaster, Nes",0,15009,15311
68101910,Railway Sleepers,103500,1810434,2602914
68101990,"Other Tiles,Flagstones,Bricks And Similar Articles (Excl.Railway Sleepers)",1366,282554,288158
68109900,"Articles Of Cement, Concrete Or Artificial Stone, Nes",50521,2329610,3826666
68118200,"Arti.of asbestos-cement, of cellu...Not cont.asbestos.Ottr sheets, panels, tile",489053,15585821,24391369
68129900,Fabricated asbestos fibres;mixtures with a basis of asbestos or with a basis of,28105,2445052,2651081
68132010,Friction material and articles containing asbestos Unfinished,793,75305,198554
68132090,Friction material ans articles Exlcuding unfinished,15698,5073074,7152465
68138100,Friction material and articles thereof ..not Containing asbestos Brake linings,150538,26394025,34654120
68138900,Friction material and articles thereof ..not Containing asbestos Excl. Brake l,1670,9315414,9458856
68141000,"Plates, Sheets And Strips Of Agglomerated Or Reconstituted Mica",5091,3065416,3296186
68149000,"Worked Mica And Articles Of Mica, Nes",705,2368431,2441706
68151200,Articles of stone or of other mineral substance ...Fabrics of carbon fibres,460,184115,230450
68151300,Articles of stone or of other mineral substance ...Other articles of carbon fibres,230,87148,128941
68151900,Articles of stone or of other mineral substance .. NES,3278,7410036,7764037
68159900,"Articles Of Stone Or Other Mineral Substances, Nes",640,269212,354250
69021000,"Refractory Bricks, Blocks, Tiles..., >50% Mgo, Cao, Cr2o3",152804,15951038,27709512
69022000,"Refractory Bricks, Blocks..., >50% Silica (Sio3) Or Alumina (Al2o3)",375422,33009309,68908292
69029000,"Refractory Bricks, Blocks, Tiles, Etc, Nes",43795,6394669,9670931
69031090,"Other Refactory Ceramic Goods,Nes,>50% Of Graphite (Excl.Lab.Articles)....",29033,2164148,2572222
69032020,Ceramic roller and alumina ball,1696928,155914998,251135070
69032030,Alumina liner imported by ceramic or steel products manufacturing industries,43906,4654648,6555554
69032030,Alumina liner...Containing by weight more than 50% of alumina (Al2O3) or of a mixture of compound,17330,2480642,2585793
69032090,"Refactory Ceramic Goods,Nes,>50% Of Alumina(Al203) Or Silica(Ex.Lab.Articl",116790,43375762,48250519
69039010,Ceramic Ingot Moulds,3937,10837093,11240862
69039020,Kiln furniture,31982,17054261,20377169
69039090,"Refactory Ceramic Goods, Nes",14594,7204089,8858437
69049000,"Ceramic Flooring Blocks, Support Or Filler Tiles And The Like",102,24303,25389
69051000,Ceramic Roofing Tiles,163984,2848502,3065237
69059000,"Ceramic Chimney-Pots... And Ceramic Constructional Goods,Nes",613,274885,278719
69073000,"Mosaic cubes and the like, other than those of subheading 6907.40",1131,27756,29706
69074000,Finishing ceramics,5709862,211013293,245074245
69091100,"Ceramic Wares For Laboratory... Use, Of Porcelain Or China",301,200296,204322
69091200,"Ceramic Wares For Laboratory...Use, Having A Hardness >=9 On The Mohsscale",44,6577919,6709379
69091910,Ceramic Wares For Lab.Use(Excl.Porcelain Or China)Having A Hardness <9mohs,3360,9297069,9483938
69091990,Ceramic Wares For Lab.Use(Excl.Porcelain Or China)Having A Hardness <9mohs,500,153375,155645
69099000,"Ceramic (Agricultural) Troughs, Tubs...; Ceramic Pot, Jars..., Nes",882,333731,376725
69101000,"Ceramic Sinks... And Other Sanitary Fixtures, Of Porcelain Or China",417899,27526124,35588557
69109000,"Ceramic Sinks, Wash Basins, Baths... And Other Sanitary Fixtures, Nes",299358,24165997,29855975
69111000,"Tableware And Kitchenware, Of Porcelain Or China",1267,217432,558676
69119000,"Household And Toilet Articles, Nes, Of Porcelain Or China",2725,601887,1079339
69120000,Ceramic Tableware... Other Household Articles (Excl. Porcelain Or China),446,28739,192557
69131000,Statuettes And Other Ornamental Articles Of Porcelain Or China,781,123250,153202
69139000,Statuettes And Other Ornamental Articles (Excl. Porcelain Or China),11221,1237923,2847794
69149000,"Ceramic Articles, Nes (Excl. Porcelain Or China)",1258,619534,675079
70010000,Cullet And Other Waste And Scrap Of Glass; Glass In The Mass,863471,14064874,20565983
70023110,Neutral Glass Tubes For The Manufacture Of Ampoules And Vials,39709,3473931,5063448
70023190,Tubes Of Fused Quartz Or Other Fused Silica (Excl.Neutral Glass Tubes),21,317835,321880
70023910,Neutral Glass Tubes For The Manufacture Of Ampoules And Vials,348276,59770786,75338862
70023990,"Tubes Of Glass, Unworked, Nes",8011,1018014,1364222
70031200,"Nonwired Unworked Sheets Cast/Rolled Glass,Coloured,Opacified,Flashed Or..",68133,2162898,2219591
70031900,"Non-Wired Unworked Sheets Of Cast/Rolled Glass, Nes",556202,14767240,15807537
70049000,"Unworked Drawn/Blown Glass (Excl. Coloured, Opacified, Etc)",324555,12419927,13835672
70051000,"Nonwired Unworked Sheets Of Float/Ground/Polished Glass,Wth Absorbnt Layer",158424,6583393,7508764
70052100,"Non-Wired Unworked Sheets Of Float/Ground/Polished Glass, Coloured...",2679,305013,306424
70052910,Ultra clear glass imported by VAT registered refrigerator or freezer manf. ind.,2085262,55634167,83548494
70052990,Excl. Ultra clear glass imported by VAT registered refrigerator or freezer manf. ind.,119055,4038694,4482929
70060000,"Glass Of 70.03, 70.04 Or 70.05, Bent, Edge-Worked, Engraved, Etc",49500,4532851,6179713
70071100,"Toughened (tempered) safety glass for use in v..., aircraft, spacecraft or vessels:",66468,8859335,16922940
70071990,"Toughened (Tempered) Safety Glass, Nes",1870483,249300959,377794187
70072100,"Laminated safety glass for vehicles, aircraft, etc ...., aircraft, spacecraft or vessels",332219,72379555,86590985
70072900,"Laminated Safety Glass, Nes",6610,4286789,5695135
70080000,Multiple-Walled Insulating Units Of Glass,427442,47973301,75060260
70091000,"Rear-View Mirrors For Vehicles, Of Glass",85465,40005496,44720756
70099190,Unframed Glass Mirrors (Excl.Spherical & Cylinderical Only For Lab Use),168864,10521862,12804207
70099290,Framed Glass Mirrors (Excl. Spherical & Cylindrical Only For Lab.Use),16179,1997169,2752445
70101000,Glass Ampoules,5849,7569656,7885566
70102000,"Stoppers, Lids And Other Closures Of Glass",646994,65260171,121632752
70109000,"Carboys, bottles, flasks, jars, pots...nes, excl.jar of glass, glass bottles, jar",2292627,406687940,423367837
70119000,"Open Glass Envelopes (Incl. Bulbs And Tubes), Nes",700,184115,349108
70132800,Glassware...Stemware drinking glasses other than of glass-ceramics Excl. of lea,948,114050,214806
70133700,"Glassware..Other drinking glasses, other than of glass ceramics Excl. Of lead",66425,13169194,20852426
70134200,Glassware..(othr than drinking glasses)Of glass having a linear co-effi..=<5x10,17335,5267458,5429104
70134900,Glassware ...(othr than dri.glasses) or kit.purposes other than of glass-cerami,13922,3251688,4358504
70139100,"Glassware For Toilet, Office, Indoor Decorations, Etc, Of Lead Crystal",66,11341,20659
70139910,"Glassware For Toilet, Office, Indoor Decorations, Etc, Nes",8356,2328182,2615602
70139990,"Glassware For Toilet, Office, Indoor Decorations, Etc, Nes",23568,5129940,6826245
70151000,"Glasses For Corrective Spectacles, Not Optically Worked",107,3928,6588
70159000,"Clock Or Watch Glasses, Glass For Non-Corrective Spectacles, Etc, Now",6,6505,6636
70161010,Glass cube Imported by industrail IRC holder VAT compliant glass mozaic manufactuing industry,14693,1082066,1280001
70161010,"Glass cubes and other glass small wares, whether or not on a backing, for mosaics or similar decorat",8,4910,4923
70161090,"Glass Cubes And Other Glass Smallwares, For Decorative Purposes",2281,408919,417397
70169000,"Paving Blocks... Of Glass, For Building Or Construction Purposes, Nes",371064,25929241,27750952
70171000,"Laboratory, Hygienic Or Pharmaceutical Glassware, Of Fused Quartz...",0,49403,50396
70172000,"Laboratory, Hygienic Or Pharmaceutical Glassware, Lce =<5x10-6/K",404,3578567,3943118
70179000,"Laboratory, Hygienic Or Pharmaceutical Glassware, Nes",62782,16455850,17925678
70181000,"Glass Smallware (Incl. Beads, Imitation Pearls/Stones, Etc)",367485,50176807,81907467
70182000,Glass Microspheres =<1mm In Diameter,27000,1116792,6762047
70189000,"Glass Statuettes And Other Ornaments Of Lamp-Worked Glass, Nes",3990,620405,892332
70191200,Rovings Of Glass Fibres,120,13870,36726
70191500,Chemically bonded mats,191490,23248256,23979739
70191900,"OTH. YARN AND STRANDS, EXCL.(CHOPPED STRANDS, OF A LENGTH OF NOT >50MM, ROVINGS)",5622,1104395,1553921
70196110,Closed woven fabrics of roving,50,10176,10515
70196190,Closed woven fabrics of roving,72,49097,89159
70196290,"Other closed fabrics of roving, ExcludingImp. by Ind. IRC holder VAT compliant bio-g",2628,259038,388204
70196690,Open woven fabrics of a width exceeding 30 cm,4970,762274,933113
70196990,Other,273,881512,892003
70197110,Glass fiber in sheet form,16369,3314598,6148758
70197110,Glass fiber in sheet form imported by accumulator manufacturing industry,8000,2307574,2991687
70197190,Chemically bonded fabrics : Veils (thin sheets)(Excl Glass Fib..),1034,2706506,2760907
70198000,Glass wool and articles of glass wool,466685,41753689,58772912
70199030,Biogas digester,0,3658,3671
70199090,"Other Article of Glass Fibre,nes",17115,7180577,8237416
70200010,"Other articles of glass, Glass inners for vacuum flasks or for other vacuum ves",62241,14274406,17294175
70200090,"Other articles of glass, Excl. Glass inners for vacuum flasks or for other vac",513,4410786,4535927
71011000,"Natural Pearls (Excl. Strung, Mounted Or Set)",111,14484,56556
71012200,"Worked Cultured Pearls, (Excl. Strung, Mounted Or Set)",58,5278,17832
71022100,"Industrial Diamonds Unworked Or Simply Sawn, Cleaved Or Bruted",16,6137,6149
71039900,"Precious Or Semi-Precious Stones, Worked But Not Set..., Nes",2,982,1003
71131100,Articles Of Jewellery And Parts Thereof Of Silver,0,5892,6011
71131900,Articles Of Jewellery And Parts Thereof Of Precious Metal (Excl. Silver),2955,761622,1239255
71132000,Articles Of Jewellery... Of Base Metal Clad With Precious Metal,5780,965888,2473436
71159000,"OTH. ARTICLES OF PRECIOUS METAL OR OF.., EXCL. CATALYSTS IN THE FORM OF WIRE CLOTH..",1,149203,152202
71161000,Articles Of Natural Or Cultured Pearls,1,614,616
71162000,Articles Of Precious Or Semi-Precious Stones (Excl. Pearls),67,11661,28174
71171100,Cuff-Links And Studs Of Base Metal (Incl. Plated),21,21697,22167
71171900,"Imitation Jewellery Of Base Metal (Incl. Plated), Nes",275432,76419847,177759864
71179000,Imitation Jewellery (Excl. Of Base Metal),21934,5566227,11672131
72011000,"Non-Alloy Pig Iron Containing, =<0.5% Phosphorus, In Pigs, Blocks",326000,21394157,25303648
72021100,"Ferro-Manganese, Containing By Weight >2% Carbon",6000,1104300,1126496
72021900,"Ferro-Manganese, Containing By Weight =<2% Carbon",30000,5615506,22687384
72022100,"Ferro-Silicon, Containing By Weight >55% Silicon",733333,102829040,123977945
72022900,"Ferro-Silicon, Containing By Weight =<55% Silicon",3000,632044,1076656
72023000,Ferro-Silico-Manganese,2093200,224108582,297741664
72024100,"Ferro-Chromium, Containing By Weight >4% Carbon",100,16816,35056
72024900,"Ferro-Chromium, Containing By Weight =<4% Carbon",500,245487,269202
