hscode,description,net_wt_kg,assess_value_bdt
60019100,"Pile Fabrics Of Cotton, Nes, Knitted Or Crocheted",1456803,909620621
60019200,"Pile Fabrics Of Man-Made Fibres, Nes, Knitted Or Crocheted",5455020,3620857976
60019900,"Pile Fabrics Of Textile Materials, Nes, Knitted Or Crocheted",91358,68565950
60024000,CONTAINING BY WEIGHT 5%OR MORE ELASTOMERIC YARN BUT NOT CONTNG.RUBER THRED,298,415429
60029000,"KNITTED OR CROCHETED FABRICS OF A WIDTH <30CM,CONTAINING BY WEIGHT 5%..NES",29946,23471473
60032000,KNITTED OR CROCHETED FABRICS OF A WIDTH <30CM.. OF COTTON,5385,3565404
60033000,"KNITTED OR CROCHETED FABRICS OF A WIDTH <30CM,OF SYNTHETIC FIBRES",32136,26966015
60034000,"KNITTED OR CROCHETED FABRICS OF WIDTH <30CM,OF ARTIFICIAL FIBRES",224,2734323
60039000,"KNITTED/CROCTD.FBRCS.OF A WIDTH <30CM,OTH THAN THOSE OF HD60.01/60.02,NES",119,166881
60041000,CONTING. BY WEIGHT 5%OR MORE OF ELASTOMERIC YARN BUT NOT CONT.RUBER THRED,9669660,8128632718
60049000,"CONTNG.BY WEIGHT 5%OR MORE ELSTMRC.YARN BUT NOT CONTAINING RUBR.THREAD,NES",215694,330478717
60052200,"WRAP KNIT FABRICS OF COTTON,DYED",57495,69439459
60052300,"WRAP KNIT FABRICS OF COTTON,OF YARNS OF DIFFERENT COLOURS",3577,1581310
60052400,"WRAP KNIT FABRICS,OF COTTON PRINTED",14330,15342055
60053500,Fabrics specified in Subheading Note 1 to this Chapter,3631,3798880
60053600,"Other, unbleached or bleached",180664,96797169
60053700,Of synthetic fibres other dyed,926081,690168389
60053800,Synthetic fibres Other of yarns of different colours,16001,14168487
60053900,"Other, of yarns of different colours other printed",26723,16453910
60054100,"WRAP KNIT FABRICS OF ARTIFICIAL FIBRES,UNBLEACHED OR BLEACHED",15158,19912267
60054200,"WARP KNIT FABRICS,OF ARTIFICIAL FIBRES DYED",13246,13908880
60054300,"WARP KNIT FABRICS,OF ARTIFICIAL FIBRES OF YARN OF DIFFERENT COLOURS",123795,185178319
60059010,"WARP KNIT FABRICS OF ARTIFICIAL FIBRES, NES",2,16110
60059090,"WARP KNIT FABRICS OF ARTIFICIAL FIBRES, NES",25592,15509260
60061000,OTHER KNITTED OR CROCHETED FABRICS OF WOOL OR FINE ANIMAL HAIR,26030,91592552
60062100,OTHER KNITED OR CROCHETED FABRICS OF COTTON UNBLEACHED OR BLEACHED,268484,155810262
60062200,OTH.KNITTED OR CROCHETED FABRICS OF COTTON DYED,3687303,2732938871
60062300,"OTH.KNITTED OR CROCHETED FABRICS OF COTTON, OF YARNS OF DIFFERENT COLOURS",161121,131869691
60062400,OTH.KNITTED OR CROCHETED FABRICS OF COTTON PRINTED,515064,382785732
60063100,"OTH.KNITTED OR CROCHETED FABRICS. OF SYNTHETIC FIBRES,UNBLEACHED OR BLEACH",184666,94251386
60063200,"OTH.KNITTED OR CROCHETED FABRICS OF SYNTHETIC FIBRES,DYED",6808702,4400576073
60063300,OTH.KNITTED OR CROCHETED FABRICS OF SYNTH. FIBRES OF YARNS OF DIFF.COLOUR,163880,109656073
60063400,OTH KNITTED OR CROCHETED FABRICS OF SYNTHETIC FIBRES PRINTED,737373,477783659
60064100,"OTH.KNITTED OR CROCHETED FIBRICS OF ARTIFICIAL FIBRES,UNBLEACHED/BLEACHED",37216,35393983
60064200,"OTH.KNITTED OR CROCHETED FABRICS OF ARTIFICIAL FIBRES,DYED",424699,298138935
60064300,OTH.KNITTED OR CROCHETED FABRICS OF ARTFCL.FIBRES OF YARNS OF DIFF.COLOUR,20070,13808681
60064400,Printed,54966,32316354
60069000,"OTH.KNITTED OR CROCHETED FABRICS OF ARTIFICIAL FIBRES,NES",340215,316938563
61012000,"Men'S Or Boys' Over/Car Coats, Etc, Of Cotton, Knitted Or Crocheted",19,54708
61019000,"Men'S Or Boys' Over/Car Coats, Etc, Of Other Textiles,Knitted Or Crocheted",8,18781
61021000,"Woman'S Or Girls' Over/Car Coats,Etc, Of Wool..., Knitted Or Crocheted",8,10017
61022000,"Woman'S Or Girls' Over/Car Coats, Etc, Of Cotton, Knitted Or Crocheted",0,626
61023000,"Woman'S Or Girls' Over/Car Coats,Etc,Of Man-Made Fibres,Knitted/Crocheted",1,2967
61031000,"Men's or boys' Suits, Excl. Sports out fit for sports shooting",2,3737
61032200,"Men'S Or Boys' Ensembles Of Cotton, Knitted Or Crocheted",8,28184
61033100,"Men'S Or Boys' Jackets And Blazers Of Wool..., Knitted Or Crocheted",2,18160
61033200,"Men'S Or Boys'Jackets And Blazers Of Cotton, Knitted Or Crocheted",60,121588
61033300,"Men'S Or Boys' Jackets... Of Synthetic Fibres, Knitted Or Crocheted",60,92519
61033900,"Men'S Or Boys' Jackets... Of Other Textiles, Nes, Knitted Or Crocheted",36,80871
61034100,"Men'S Or Boys' Trousers, Etc, Of Wool..., Knitted Or Crocheted",17,17933
61034200,"Men'S Or Boys' Trousers, Etc, Of Cotton, Knitted Or Crocheted",39,74282
61034300,"Men'S Or Boys' Trousers, Etc, Of Synthetic Fibres, Knitted Or Crocheted",5,24999
61034900,"Men'S Or Boys' Trousers, Etc, Of Other Textiles, Knitted Or Crocheted",3,8442
61043300,"Women'S Or Girls' Jackets, Of Synthetic Fibres, Knitted Or Crocheted",4,7820
61043900,"Woman'S Or Girls' Jackets, Of Other Textiles, Knitted Or Crocheted",1,1878
61044200,"Dresses Of Cotton, Knitted Or Crocheted",7,17655
61044300,"Dresses Of Synthetic Fibres, Knitted Or Crocheted",2,3652
61044900,"Dresses Of Other Textile Material, Nes, Knitted Or Crocheted",5,15889
61045200,"Skirts And Divided Skirts Of Cotton, Knitted Or Crocheted",3,6262
61045300,"Skirts And Divided Skirts Of Synthetic Fibres, Knitted Or Crocheted",1,2532
61046100,"Women'S Or Girls' Trousers, Etc, Of Wool..., Knitted Or Crocheted",4,8763
61046200,"Women'S Or Girls' Trousers, Etc, Of Cotton, Knitted Or Crocheted",9,31451
61046300,"Women'S Or Girls' Trousers, Etc, Of Synthetic, Knitted Or Crocheted",19,43445
61046900,"Women'S Or Girls' Trousers, Etc, Of Other Textile, Knitted Or Crocheted",27,53475
61051000,"Men'S Or Boys' Shirts Of Cotton, Knitted Or Crocheted",67,136370
61052000,"Men'S Or Boys' Shirts Of Man-Made Fibres, Knitted Or Crocheted",9,61042
61059000,"Men'S Or Boys' Shirts Of Other Textiles, Nes, Knitted Or Crocheted",6,10974
61061000,"Women'S Or Girls' Blouses, Etc, Of Cotton, Knitted Or Crocheted",4,12814
61062000,"Women'S Or Girls' Blouses, Etc, Of Man-Made Fibres, Knitted Or Crocheted",7,19436
61069000,"Women'S Or Girls' Blouses Etc. Of Other Textiles Nes, Knitted Or Crocheted",1,3757
61071100,"Men'S Or Boys' Underpants And Briefs Of Cotton, Knitted Or Crocheted",7,65361
61071200,"Men'S Or Boys' Underpants, Etc, Of Man-Made Fibres, Knitted Or Crocheted",3,17506
61072100,"Men'S Or Boys' Night Shirt Pyjamas Of Cotton, Knitted Or Crocheted",5,16218
61081100,"Women'S Or Girls' Slips, Etc, Of Man-Made Fibres, Knitted Or Crocheted",1,1853
61082100,"Women'S Or Girls' Briefs And Panties Of Cotton, Knitted Or Crocheted",9,82495
61082200,"Women'S Or Girls' Briefs, Etc, Of Man-Made Fibres, Knitted Or Crocheted",2,6824
61083200,"Women'S Or Girls' Pyjamas,Night Dresses Of Man-Made Fibres,Knitted/Croched",1,1252
61089200,"Women'S Or Girls'Negliges Dressing Gowns Of Man-Made Fibre,Knitted/Croch.",1,939
61089900,"Women'S/Girls' Negliges Dressing Gowns.. Of Other Tex.,Nes,Knitted/Croche.",9,93869
61091000,"T-Shirts, Singlets And Other Vests, Of Cotton, Knitted Or Crocheted",240,792216
61099000,"T-Shirts, Singlets, Etc, Of Other Textiles, Nes, Knitted Or Crocheted",24,74616
61101100,OF WOOL OR FINE ANIMAL HAIR. OF WOOL,5,7424
61101900,"OF WOOL OR FINE ANIMAL HAIR,NES",0,632
61102000,"JERSEYS, PULLOVERS, CARDIGANS, WAISTCOATS & SIMILAR ART., KNITTED OR CROCHETED OF COT",267,855202
61103000,"JERSEYS,PULLOVERS,CARDIGANS,WAISTCOATS.., KNITTED OR CROCHETED OF MAN-MADE FIBRE",78,240958
61109000,"JERSEYS, PULLOVERS, CARDIGANS, WAISTCOATS.. ,KNITTED OR CROCHETED OF OTH. TEXT. MATER",42,131936
61112000,"Babies' Garments, Etc, Of Cotton, Knitted Or Crocheted",17,130563
61119000,"Babies' Garments, Etc,Of Other Textiles Materials,Nes Knitted Or Crocheted",1,2504
61123900,"MEN'S OR BOY'S SWIMWEAR, OF OTHER TEXTILE MATERIALS",3,5263
61124100,"Women'S Or Girls' Swimwear Of Synthetic Fibres, Knitted Or Crocheted",2,6622
61142000,"Garments Of Cotton, Knitted Or Crocheted, Nes",7,13726
61143000,"Garments Of Man-Made Fibres, Knitted Or Crocheted, Nes",1,5776
61159500,"Panty hose,tights,stockings,sock..., inclu.grad.Comp.hos.Of Cotton, NES",74,196004
61159600,"Panty hose,tights,stockings,sock..., inclu.grad.Comp.hos.Of synthetic fibres",1573,3625527
61159900,"Hosiery And Footwear Without Soles Of Other Tex., Knitted Or Crochete, Nes",982,1058155
61169200,"Gloves, Mittens And Mitts, Of Cotton, Knitted Or Crocheted",13076,10526062
61169300,"Gloves, Mittens And Mitts, Of Synthetic Fibres, Knitted Or Crocheted",10689,7791353
61169900,"Gloves, Mittens And Mitts, Of Other Textiles, Knitted Or Crocheted",342,44693
61171000,"SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE",1108,1015722
61178010,"Other Clothing Accessories, Knitted Or Crocheted, Nes, Of Cotton",2540,1717071
61178090,"Other clothing accessories, knitted or crocheted, nes",65924,65049761
61179000,"Parts Of Garments Or Clothing Accessories, Knitted Or Crocheted",111115,175110495
62012000,"Overcoat, raing coat, car-coat capes, cloaks and similar..Of wool or fine animal hair",1,614
62014000,Other Of man-made fibres,15,39385
62023000,"Womens or girls overcoat , car-coad capes, cloaks, anoraks ...Of cotton",5,10121
62024000,"Womens or girls overcoat , car-coad capes, cloaks, anoraks ...Of man-made fibres",11,25231
62029000,"Woent or gilrs overcoat, raincot car-coat capes, ......Of other textile materials",2,3210
62033100,Men'S Or Boys' Jackets And Blazers Of Wool Or Fine Animal Hair,34,64315
62033200,Men'S Or Boys' Jackets And Blazers Of Cotton,66,149325
62033300,Men'S Or Boys' Jackets And Blazers Of Synthetic Fibres,59,131530
62033900,"Men'S Or Boy'S Jackets And Blazers Of Other Textiles,(Exl.Wool,Syn.Fab,Cot",149,368574
62034200,"Men'S Or Boys' Bib & Brace Trousers, Breeches, Shorts, Of Cotton",995,2010255
62034300,"Men'S Or Boys' Bib & Brace Trousers, Breeches & Shorts Of Synthetic Fibres",66,153400
62034900,"Men'S Or Boys' Bib&Brace Trousers,Breeches & Shorts Of Other Textiles,Nes",18,42159
62042300,Women's or girls' ensembles of synthetic fibres,0,614
62042900,"Women'S Or Girls' Ensembles Of Other Textiles, (Exl.Wool,Cotton,Syn.Fibre)",6,11598
62043100,Women'S Or Girls' Jackets And Blazers Of Wool Or Fine Animal Hair,8,10018
62043200,Women'S Or Girls' Jackets And Blazers Of Cotton,49,86685
62043300,Women'S Or Girls' Jackets And Blazers Of Synthetic Fibres,21,41992
62043900,"Women'S Or Girls' Jackets&Blazers Of Oth.Tex.,(Exl.Wool,Cotton,Syn.Fibre)",3,24821
62044200,Dresses Of Cotton,46,102102
62044300,Dresses Of Synthetic Fibres,18,51645
62044900,"Dresses Of Other Textiles, (Exl.Wool,Cotton,Syn./Arti.Fibre)",0,1002
62045100,Skirts And Divided Skirts Of Wool Or Fine Animal Hair,10,14165
62045200,Skirts And Divided Skirts Of Cotton,11,29431
62045300,Skirts And Divided Skirts Of Synthetic Fibres,10,39674
62045900,"Skirts And Divided Skirts Of Other Textiles, (Exl.Wool,Cotton,Syn.Fibre)",1,1710
62046100,"Women'S Or Girls' Trousers, Breeches, Etc, Of Wool Or Fine Animal Hair",100,110134
62046200,"Women'S Or Girls' Trousers, Breeches, Etc, Of Cotton",293,654188
62046300,"Women'S Or Girls' Trousers, Breeches, Etc, Of Synthetic Fibres",26,82001
62046900,"Women'S/Girl'S Trousers,Breeches,Etc,Of Oth.Tex.,(Exl.Wool,Cotton,Syn.Fib.",32,57244
62052000,Men'S Or Boys' Shirts Of Cotton,183,428477
62053000,Men'S Or Boys' Shirts Of Man-Made Fibres,9,29050
62059000,"Men'S Or Boy'S Shirts Of Other Textiles,(Exl.Wool,Cotton,Man Made Fibre)",18,42772
62061000,"Women'S Or Girl'S Blouses, Shirts/Blouses Of Silk Or Silk Waste",3,6284
62062000,"Women'S Or Girl'S Blouses, Shirts/Blouses Of Wool Or Fine Animal Hair",38,25792
62063000,"Women'S Or Girls' Blouses, Shirts/Blouses Of Cotton",17,63726
62064000,"Women'S Or Girl'S Blouses, Shirts/Blouses Of Man-Made Fibres",11,22448
62069000,"Women/Girl'S Blouses,Shirts/Blouses Of Oth.Tex.(Exl.Silk,Wool,Of Man M.Fib",1,1503
62072100,Men'S Or Boys' Nightshirts And Pyjamas Of Cotton,1,9414
62079100,"Men'S Or Boys' Singlets,Vests Dressing Gowns, Etc, Of Cotton",1,2468
62079900,"Mens/Boy'S Singlets,Vests Dressing Gowns,Etc,Of Oth.Tex.(Exl.Cot.Man M.Fib",1,1840
62089200,"Women'S Or Girls' Dressing Gowns, Panties, Etc, Of Man-Made Fibres",1,6009
62092000,Babies' Garments And Clothing Accessories Of Cotton,7,48887
62093000,Babies' Garments And Clothing Accessories Of Synthetic Fibres,0,2280
62099000,"Babies Garments&Clothing Accessories Of Oth.Tex.(Exl.Wool,Cotton,Syn.Fib)",102,587588
62102000,"Garments Of 6201.11 To 19, Made Up Of Fabrics Of 59.03, 59.06 Or59.07",0,265
62103000,"Garments Of 6202.11 To 19, Made Up Of Fabrics Of 59.03, 59.06 Or 59.07",1,614
62104000,"Men'S Or Boys' Garments Made Up Of Fabrics Of 59.03, 59.06 Or 59.07",2,5009
62111100,Men'S Or Boys' Swimwear,3,11592
62111200,Women'S Or Girls' Swimwear,10,58663
62113200,"Men's or boys' garments of cotton, nes",6,9997
62113300,"Men's or boys' garments of man-made fibres, nes",9,10405
62113900,"Men's or boys' garments of other textiles, nes",1,46672
62114200,"Women's or girls' garments of cotton, nes",12,12823
62114300,"Women's or girls' garments of man-made fibres, nes",0,1940
62114900,"Women's or girls' garments of other textiles, nes",3,4997
62121000,Brassisres,436,780905
62122000,Girdles And Panty-Girdles,1,5008
62123000,Corselettes,1,626
62129000,"Corsets, Braces, Garters, Suspenders And Similar Articles",319347,979892923
62132000,Handkerchiefs Of Cotton,280,438213
62139000,"Handkerchiefs Of Other Textiles, (Exl. Silk/Silk Waste,Cotton).",91,624336
62143000,"Shawls,Scarves,Mufflers,Mantillas,Veils,Etc & The Like Of Synthetic Fibres",241,1405271
62149000,"Shawls,Scrvs.,Mflrs.,Mntls.,Veils,Etc,Of Oth.Textls.(Exl.Silk/Wool,Syn/Art",0,626
62151000,"Ties, Bow Ties And Cravats Of Silk Or Silk Waste",241,1989762
62152000,"Ties, Bow Ties And Cravats Of Man-Made Fibres",2638,68424836
62159000,"Ties, Bow Ties And Cravats Of Other Textiles,Nes(Excl.Silk Man Made Fibre)",2051,25890253
62160000,"Gloves, Mittens And Mitts",2320,2603968
62171000,"Clothing Accessories, Nes",693800,550852077
62179000,"Parts Of Garments Or Clothing Accessories, Nes",35847,76608957
63013000,"Blankets (Excl. Electric Blankets) And Travelling Rugs, Of Cotton",0,1878
63026000,"Toilet Linen And Kitchen Linen, Of Terry Fabrics, Of Cotton",5,3591
63039900,Curtains&Intror.Blinds;Curtain/Bed Valances Of Oth.Txtls.(Exl.Knitted/Croc,25,61815
63052000,"Sacks And Bags, Used For Packing Goods, Of Cotton",1796,3999275
63053300,"Sacks And Bags,For Packing Goods,Of Polyethylene/Polypropylene Strip Nes",59731,11289982
63053900,"Sacks And Bags, Used For Packing Goods, Of Man-Made Textile Fibres, Nes",2669,2018843
63059000,"Sacks And Bags, Used For Packing Goods, Of Other Textiles, Nes",269,728523
63061200,"Tarpaulins, Awnings And Sunblinds, Of Synthetic Fibres",25,6260
63061900,"Tarpaulins, Awnings And Sunblinds, Of Other Textiles, Nes",3880,1370640
63062200,Tents Of Synthetic Fibres,354,250355
63064000,Tents: Pneumatic mattresses,10829,4181746
63069000,Other camping goods,20,9604
63071000,"Floor-Cloths, Dish-Cloths, Dusters And Similar Cleaning Cloths",136,863649
63079000,"Made Up Articles (Incl. Dress Patterns), Nes",4685,6245984
63101000,"USED OR NEW RAGS, SCRAP TWINE, CORDAGE, ROPE AND CABLES AND WORN OUT ART..,SORTED",20001,196554
63109000,"USED OR NEW RAGS, SCRAP TWINE, CORDAGE, ROPE AND CABLES AND WORN OUT ART..,EXCL. SORTED",2742979,18059520
64019200,Waterproof Footwear Covering The Ankle But Not The Knee,13,8450
64021900,"Sport Footwear, Nes, Of Rubber Or Plastics",5,10017
64022000,"Footwear With Upper Straps/Thongs Plugged Into Soles,Of Rubber Or Plastics",18799,11913559
64029100,"Footwear, Nes, Covering The Ankle Of Rubber Or Plastics",7,11638
64029900,"Footwear, Nes, Exl. Covering The Ankle, Of Rubber Or Plastics",3483,2772405
64032000,"Footwear With Leather Soles And Straps (Over Instep, Around Big Toe)",58,22336
64035100,"Footwear With Leather Soles And Uppers, Covering The Ankle",7064,5837197
64039100,"Footwear With Rubber... Soles And Leather Uppers, Covering The Ankle,Nes",31,25183
64039900,"Footwear With Rubber... Soles, Leather Uppers, Not Covering The Ankle",30,18986
64041100,"Sports Shoes, Etc, With Rubber Or Plastic Soles And Textile Uppers",1,3505
64041900,"Sports Footwear, With Rubber Or Plastic Soles And Textile Uppers",241,375676
64042000,Footwear With Leather Or Composition Leather Soles And Textile Uppers,134,182529
64051000,"Footwear, Nes, With Leather Or Composition Leather Uppers",4102,5622073
64059000,"Footwear, Nes",7219,2339457
64061000,,61332,120290134
64062000,"Outer soles and heels, of rubber or plastics",1779217,1250711481
64069000,Other Parts of footwear,1310805,1072365620
65010000,"Hat-Forms, Hat Bodies And Hoods Of Felt; Plateaux And Manchons Of Felt",5023,6991813
65040000,"Hats And Other Headgear, Plaited Or Assembled By Strips Of Any Material",413,394427
65050000,"Hats and other headgear, knitted or crocheted, . trimmed; hair-nets of any material, wh",8196,7209585
65061000,Safety Headgear,57,227017
65069100,"Hats And Other Headgear, Of Rubber Or Plastics",1,1227
65070000,"Head-Bands, Linings, Covers, Hat Foundations, Etc, For Headgear",104324,36318547
67010000,"Skins Of Birds With Feathers Or Down, Feathers, Etc",3930,28333187
67021000,"Artificial Flowers, Foliage And Fruit And Articles Thereof Of Plastics",850,4097167
67029000,"Artificial Flowers, Foliage, Etc And Articles Thereof Of Other Materials",187,1045970
67030000,"Human Hair, Dressed, Etc; Animal Hair And Synthetic Materials For Wigs",650638,669071110
67041900,"False Beards, Eyebrows And Eyelashes, Etc, Of Synthetic Fibres",18719,9394067
67049000,"Wigs,False Beards,Eyebrows,Etc Of Animal Hair Or Text,Material",16596,43631272
68021010,"Tiles, Cubes...; artificially coloured granules, chippings and powder",37240,1466135
68022300,"Granite, Cut/Sawn, With Flat/Even Surface",161040,6043853
68029900,"Monumental/Building Stone, Nes, Worked",4,2932
68041000,"Millstones And Grindstones For Milling, Grinding Or Pulping",440,1067943
68042100,"Millstones, etc, of agglomerated synthetic or natural diamond",8,402984
68042200,"Millstones, etc, of other agglomerated abrasives or of ceramics",18325,3937614
68042300,"Millstones, etc, of natural stone",509,190761
68043000,Hand Sharpening Or Polishing Stones,1002,1204819
68051000,"NATURAL OR ARTIFICIAL ABRASIVE POWDER OR GRAIN..,ON A BASE OF WOVEN TEXTILE FABRIC ON",6,138214
68052000,"Natural Or Artificial Abrasive Powder/Grain, On Paper/Paperboard",2821,2717930
68053000,"Natural Or Artificial Abrasive Powder/Grain, On A Base Of Materials, Nes",87,1846108
68062000,"Exfoliated Vermiculite, Expanded Clays, Etc (Incl. Intermixtures)",2926,1034597
68069000,"OTH. WOOL,EXCL.SLAG WOOL,ROCK WOOLAND SIMILAR, EXFOLIATED VERMICULITE, EXPANDED CLAYS..",8,1334
68071000,"Articles Of Asphalt Or Of Similar Material, In Rolls",21689,2536863
68080000,"Panels, Boards..., Of Wood Waste, Etc, Agglomerated With Cement, Etc",26421,1811185
68091100,"Boards..., Of Plaster..., Reinforced With Paper Or Paperboard Only",3500,78878
68091900,"Boards..., Of Plaster Or Compositions Based On Plaster, Nes",2594,162384
68099000,"Articles Of Plaster Or Compositions Based On Plaster, Nes",57050,1714517
68101100,"Building Blocks And Bricks, Of Cement Or Artificial Stone Or Concrete",6949351,31641833
68109900,"Articles Of Cement, Concrete Or Artificial Stone, Nes",6521748,50067846
68129100,"Clothing, clothing accessories, footwear and headgear, Excl. Of crocodile",2835,2161663
68138100,Friction material and articles thereof ..not Containing asbestos Brake linings,3,599954
68151000,Non-Electrical Articles Of Graphite Or Other Carbon (Incl. Carbon Fibres),4342,14607818
68151100,Articles of stone or of other mineral substance ...Carbon fibres,3310,17614995
68151200,Articles of stone or of other mineral substance ...Fabrics of carbon fibres,517,4681879
68151900,Articles of stone or of other mineral substance .. NES,26,41948
68159900,"Articles Of Stone Or Other Mineral Substances, Nes",526,781268
69039090,"Refactory Ceramic Goods, Nes",0,751
69041000,Ceramic Building Bricks,38600,2692822
69072100,Of a water absorption coefficient by weight not exceeding 0.5 %,21120,1771683
69074000,Finishing ceramics,517234,28846270
69109000,"Ceramic Sinks, Wash Basins, Baths... And Other Sanitary Fixtures, Nes",1716,350348
69119000,"Household And Toilet Articles, Nes, Of Porcelain Or China",16,201
69120000,Ceramic Tableware... Other Household Articles (Excl. Porcelain Or China),245,90522
70021000,"Balls Of Glass, Unworked",311,1095063
70023110,Neutral Glass Tubes For The Manufacture Of Ampoules And Vials,1434,468657
70049000,"Unworked Drawn/Blown Glass (Excl. Coloured, Opacified, Etc)",1966,166501
70051000,"Nonwired Unworked Sheets Of Float/Ground/Polished Glass,Wth Absorbnt Layer",23994,2356735
70052990,Excl. Ultra clear glass imported by VAT registered refrigerator or freezer manf. ind.,1349,270344
70099190,Unframed Glass Mirrors (Excl.Spherical & Cylinderical Only For Lab Use),2928,536777
70102000,"Stoppers, Lids And Other Closures Of Glass",2,11060
70181000,"Glass Smallware (Incl. Beads, Imitation Pearls/Stones, Etc)",16550,40126640
70189000,"Glass Statuettes And Other Ornaments Of Lamp-Worked Glass, Nes",2939,11850130
70191200,Rovings Of Glass Fibres,20791,2244257
70191900,"OTH. YARN AND STRANDS, EXCL.(CHOPPED STRANDS, OF A LENGTH OF NOT >50MM, ROVINGS)",4707,5891873
70196300,"Closed woven fabrics, plain weave, of yarns, not coated or laminated",44,31508
70196590,Open woven fabrics of a width not exceeding 30 cm,165,429626
70197110,Glass fiber in sheet form imp. by Ind.IRC VAT compliant,336,1733100
70198000,Glass wool and articles of glass wool,8718,1738622
70199090,"GLASS FIBRES (INCL. GLASS WOOL) AND ARTICLES THEREOF (EG WOVEN FABRICS), NES",673436,155336323
70200090,"Other articles of glass, Excl. Glass inners for vacuum flasks or for other vac",300,9483
71131900,Articles Of Jewellery And Parts Thereof Of Precious Metal (Excl. Silver),24,681534
71171100,Cuff-Links And Studs Of Base Metal (Incl. Plated),150,2008488
71171900,"Imitation Jewellery Of Base Metal (Incl. Plated), Nes",6477,2116846
72083800,,528310,33860077
72083900,Of a thickness of less than 3 mm,19724050,1211549710
72085100,,2061,370020
72085300,,2775,216974
72085400,,19165,1894468
72091790,"Flat/Coldrolled Iron/Steel,In Coils,Width >=600mm, >=0.5mm But <=1mm Thick",13646,5180730
72092700,"Flat/Coldrolled Iron/Steel,Not In Coils,Wid>=600mm,>=0.5mm But <=1mm Thick",11958,1177659
72101100,"Flatrolled Iron/Steel, Width>=600mm, >= 0.5mm Thick,Clad,Plated...With Tin",1865,2685700
72101200,"Flat-Rolled Iron/Steel, Width >=600mm, <0.5mm Thick, Plated... With Tin",373468,63139132
72103000,Electrolytically plated or coated with zinc,8360,2510961
72104100,"Flatrolld Iron/Steel,Wid.>=600mm,Plated Wth Zinc(Exc.Electroplatd)Corrugtd",55637,6355398
72104910,Flat rolled prod. of a thickness => 0.4 mm Imp.VAT reg. Refri. & Pre. Fab.bu.Industry,58693,6842172
72104990,"Flat rolled products, NES",64167,8553498
72106190,"Ro.Iron/Steel,..Excl. thi.=< 0.4 mm imp.by reg. & pre-fabr. building mfg industry",117340,14836862
72106910,Other plated or coated Of a thickness of 0.4 mm or more,60520,8572776
72106990,"Ro.Iron/Steel,Of a thi. 0.4 mm or more Excl. imp.by reg. & pre-fabr. Buil. mfg ind.",12000,595076
72107010,Of a thickness of 0.3 mm or more,19660,3735989
72109000,"Rolled Iron/Steel, Width >=600mm, Otherwise Clad,Plated Or Coated Nes",8160,1664745
72111400,"Flat/Hotrolled Iron/Steel,Wid<600mm,>=4.75mm Thick,Not Clad/Plated Etc Nes",115,5569
72119000,"Flatrolled Iron/Nonalloy Steel,Wid<600mm,Nes(Inc.Furthr Worked Than Rolled",333483,25469204
72125010,Steel plate of a thickness of 0.25 mm to 0.50 mm,1,41506
72132000,"Hot-rolled bars & rods of free-cutting steel, in coils",211,38635
72142000,"Iron/steel bars & rods, hot-rolled...,twisted, or with deformations from rolling proc",3448875,249417887
72149100,,639,472031
72149900,"Iron/steel bars and rods, hot-rolled, hot-drawn or hot extruded, nes",4518,1696513
72162100,"L Sections Of Iron/Steel, Hot-Rolled..., <80mm High",5829,422533
72163100,"U Sections Of Iron/Steel, Hot-Rolled..., >=80mm High",17541,1197913
72163300,"H Sections Of Iron/Steel, Hot-Rolled..., >=80mm High",14122,808886
72164000,"L Or T Sections Of Iron/Steel, Hot-Rolled..., >=80mm High",105301,5221848
72165000,"Angles/Shapes/Sections Of Iron/Steel,Not Furthr Worked Than Hot-Rolled Nes",595,111741
72166100,"Angles,Shapes.. Of Iron/Steel,No More Workd Thn Cold-Formed,From Flat Rol.",15352,6593474
72169900,"Angles, Shapes And Sections Of Iron Or Non-Alloy Steel, Nes",35435,2531141
72171000,"Wire Of Iron/Non-Alloy Steel,Not Plated/Coated,Whether Or Not Polished",168796,17164593
72172000,"Wire Of Iron Or Non-Alloy Steel,Plated Or Coated With Zinc",1425,581899
72179000,"Wire Of Iron Or Non-Alloy Steel, Nes",21429,6094787
72191100,"Hot-Rolled Stainless Steel, In Coils, >=600mm By >10mm",23343,9060108
72191300,Of a thickness of 3 mm or more but less than 4.75 mm,33738,2274540
72192100,"Hot-Rolled Stainless Steel, Uncoiled, >=600mm By >10mm",395,148367
72192200,"Hot-Rolled Stainless Steel, Uncoiled, >=600mm By 4.75-10mm",10,6706
72192400,"Hot-Rolled Stainless Steel, Uncoiled, >=600mm By <3mm",3560,1154229
72193400,"Cold-Rolled Stainless Steel, Uncoiled, >=600mm By 0.5-1mm",3126,467238
72193500,"Cold-Rolled Stainless Steel, Uncoiled, >=600mm By <0.5mm",17930,5317866
72201290,Hot-Rolled Stainless Steel (Excl.Thickness Less Than 0.125mm),1542,544629
72202090,Not Further Worked Than Cold-Rolled(Cold-Reduced)Excl.Thickness <0.125 Mm,42692,15308650
72209000,"Rolled products stainless steel, <600mm wide, nes",2189,2713133
72210000,"Stainless Steel Bars & Rods, Hot-Rolled, In Irregularly Wound Coils",1200,299095
72221900,"Stainlss Steel Bars/Rods,Not Furthr Workd Than Hotrolld,Not Circ.X-Section",1,8260
