hscode,description,net_wt_kg,assess_value_bdt
29299090,Other,1,3750
29303000,"Thiuram Mono-, Di- Or Tetrasulphides",2,46822
29304000,Methionine,2201900,1125051151
29309099,Other,22736,59983822
29314990,Other,25,191176
29315400,Halogenated organo-phosphorous derivatives : Trichlorfon (ISO),3000,1277078
29319090,"Other organo-inorganic compounds, (EXCL.Tetramethyl lead and tetraethyl lead & Tributylt",117124,28330344
29321100,Tetrahydrofuran,1964,3443667
29321400,Sucralose,12200,32647818
29321900,"Compounds containing an unfused furan ring in the structure, nes",2042,2537089
29322000,Lactones,4765,46693467
29329900,"Other Heterocyclic Compounds With Oxygen Hetero-Atom(S) Only, Nes",55975,159242921
29331900,"Compounds containing an unfused pyrazole ring in the structure, nes",4,2817085
29332100,Hydantoin And Its Derivatives,20100,5513509
29332900,"Other Compounds Containing An Unfused Imidazole Ring In The Structure, Nes",33786,71405314
29333100,Pyridine And Its Salts,10501,10235450
29333300,"ALFENTANIL(INN),ANILERIDINE(INN)..PROPIRAM(INN)&TRIMEPERIDINE(INN)SAL.T.OF",73,7153030
29333990,,227895,898702621
29334900,"Compounds with quinoline or isoquinoline ring-system, not further fused,nes",6342,201798057
29335910,"5-fluorouracil BP, methotrexate BP, capecitabine USP, cytarabin",505,14575864
29335990,"OTHER EXCL. 5-FLUOROURACIL BP, METHOTREXATE BP, CAPECITABINE USP",70574,352344852
29336100,Melamine,343500,62227064
29336900,Other Compounds Containing An Unfused Triazine Ring In The Structure,115609,50245152
29337100,6-Hexanelactam (Epsilon-Caprolactam),9300,4191881
29337200,CLOBAZAM(INN)AND METHYPRYLON(INN),50,4853584
29337910,Other Lactams (Excl. Epsilon-Caprolactam),1,310936
29337990,Other Lactams (Excl. Epsilon-Caprolactam),19604,74797980
29339100,ALPRAZOLAM(INN)CAMAZEPAM(INN)CHLO..TETRAZEPAM(INN)&TRIAZOLAM(INN)S.THEREOF,1827,65039224
29339900,"Heterocyclic compounds with nitrogen hetero-atom(s) only,nes",89904,462878691
29341000,Compounds Containing An Unfused Thiazole Ring In The Structure,648,19229759
29342000,"Compounds Containing A Benzothiazole Ring-System, Not Further Fused",0,470948
29343000,"Compounds Containing A Phenothiazine Ring-System, Not Further Fused",683,12546464
29349100,AMINOREX(INN)BROTIZOLAM(INN)CLOTIA..SUFENTANIL(INN)SALTS THEREOF,30,1464883
29349910,NUCLEIC ACIDS AND THEIR SALTS,18121,23540185
29349920,"GEMCITABINE HCI USP, CYCLOPHOSPHAMIDE BP, IPHOSPHAMIDE BP",64,8864211
29349990,"OTH. HETEROCYCLIC COMPOUNDS, NES",80280,905075096
29359000,Other,36355,147490936
29362100,"Vitamins A And Their Derivatives, Unmixed",12397,123486834
29362200,"Vitamin B1 And Its Derivatives, Unmixed",46575,192654283
29362300,"Vitamin B2 And Its Derivatives, Unmixed",624,8021682
29362400,D- Or Dl- Pantothenic Acid (Vitamin B3 Or B5) And Its Derivatives,2020,2633447
29362500,"Vitamin B6 And Its Derivatives, Unmixed",47376,135092235
29362600,"Vitamin B12 And Its Derivatives, Unmixed",4815,46493208
29362700,"Vitamin C And Its Derivatives, Unmixed",85130,53907282
29362800,"Vitamin E And Its Derivatives, Unmixed",67580,148802215
29362900,"Other Vitamins And Their Derivatives, Unmixed",36515,120004958
29369000,"Other Vitamins (Incl. Natural Concentrates), Nes",4112,24057361
29371200,INSULIN AND ITS SALTS,104,528275064
29371910,"HCG,LEUTINISING HORMONE & RELEASING HORMONE",0,49342858
29371990,"POLY.HORMONES,PROTEIN HORMONES..NES EX.HCG,LEUTINISING HORMONE&RLSNG.HORMO",151,242641901
29372100,"Cortisone, Hydrocortisone... And Predisolone (Dehydrohydrocortisone)",427,50542933
29372200,Halogenated Derivatives Of Adrenal Cortical Hormones,717,101825754
29372310,DESOGESTREL ETHINYLOESTRADIOL AND LYNESTRENAL,312,48275424
29372399,Other than Medroxy progesterone acetate,1072,46355884
29372900,"Other Adrenal Cortical Hormones And Their Derivatives, Nes",295,131577280
29375000,"PROSTAGLANDINS,THROMBOXANES&TEUKOTRIENES,THEIR DERIVATIVES&STA.ANALOGUES",5,476229
29379000,"OTHER HORMONES,PROSTAGLANDINS,..USED PRIMARILY AS HORMONES",250,164781452
29381000,Rutoside (Rutin) And Its Derivatives,1900,10188794
29389090,"GLYCOSIDES, NATURAL OR REPRO. BY SYNTHESIS AND... EXCL. RUTOSIDE AND ITS DERIVATIVES RO",4150,24725635
29391100,CONCENTRATES OF POPPY STRAW..PHOLCODINE(INN)THEBACON(INN)&THEBAINE;SL.T.OF,10,1424468
29393000,Caffeine And Its Salts,13750,15707756
29395100,FENETYLLINE (INN) AND ITS SALTS,2101,6211542
29395900,OTHER THEOPHYLLINE AND AMINOPHYLLINE..DERIVATIVES;SALTS THEREOF,16004,49950272
29396900,Other Alkaloids Of Rye Ergot And Their Derivatives; Salts Thereof;Nes,0,413173
29397910,Other,0,1315693
29397990,Other,69,21018364
29398000,Other,11706,26184384
29400000,"SUGARS, PURE (EXCL. GLUCOSE, ETC); SUGAR ETHERS AND SALTS, ETC",66765,104900748
29411000,Penicillins And Derivatives With A Penicillanic Acid Structure; Salts,77972,429521743
29412000,Streptomycins And Their Derivatives; Salts Thereof,891,3098459
29413000,Tetracyclines And Their Derivatives; Salts Thereof,10102,21768615
29414000,Chloramphenicol And Its Derivatives; Salts Thereof,505,1553665
29415010,ERYTHROMYCIN ETHYL SUCCINATE; ERYTHROMYCIN STEARATE,502,4208724
29415090,ANTIBIOTICS EXCL.ERYTHROMYCIN ETHYL SUCCINATE; ERYTHROMYCIN STEARATE,4783,86420799
29419011,AZITHROMYCIN,24510,142979765
29419019,AZITHROMYCIN,16001,190611847
29419090,"ANTIBIOTICS, NES",136459,1747303472
29420010,"Daclatasvir HCL, Dasabuvir, Ledipasvir, Ombitasvir, Partitaprevir, Rito...Velpatasvir",18,210101
29420090,"Other Organic Compounds,Nes",24042,274145272
30012000,Extracts Of Glands Or Other Organs Or Of Their Secretions,25,5683276
30019000,"OTHER GLANDS AND OTHER ORGANS, EXCL.GLANDS AND OTHER ORGANS..,EXCL. EXTRACTS OF GLANDS..",51,39762778
30021200,Antisera and other blood fractions,6628,350597233
30021500,"Immunological products, put up in measured doses or in forms or packings for retail",188,96878533
30024100,Vaccines for human medicine,58883,4052215465
30024200,Vaccines for veterinary medicine,26799,447728874
30024900,"Vaccines, NES",652,31767410
30029090,Other,299,205557853
30032000,"Medicaments Containing Other Antibiotics, ....Not For Retail Sale",499,49001114
30033100,"Insulin, Not For Retail Sale",10,9391
30034910,"Anti-malaria, anti-TB, anti-cancer, anti-leprosy, cardiovascular and anti-hepatic en",1,57090
30039099,"Other medicaments with >=2 constituents, not for retail sale, nes",0,7171755
30041000,"Medicaments Of Penicillins... Or Streptomycins..., For Retail Sale",7151,32126375
30042010,"Mycophenolate mofetil, mycophenolate sodium, ciclosporin",734,32260659
30042090,"Other than Mycophenolate mofetil, mycophenolate sodium, ciclosporin",36576,87784233
30043100,"Medicaments Containing Insulin, For Retail Sale",13333,565234970
30043200,"Medicaments Containing Adrenal Cortical Hormones, For Retail Sale",390,12613812
30043910,"Anti-malaria-TB-cancer-leprosy,crdvsclr/anti-hepatic encephal opathy drugs/Kidney dls",1928,47915976
30043990,"Excl.Anti-malaria-TB-cancer-leprosy,crdvsclr/anti-hepatic..opathy drugs/Kidney dialys",460,59151400
30044910,Other,4,89680
30044990,Other,40,818390
30045000,Other Medicaments Containing Vitamins Or Otr Prod.Of 29.36 For Retail Sale,13932,13588272
30049020,"Homeopathic, Biochemic, Ayurvedic, ......mide, bupivacaine, procaine, kaetamine hydrochl",8548,23067479
30049091,"Antimalaria, antiTB, anticancer, ... Kidney dialysis solution; Drugs for thalassaemia",57634,436112660
30049099,"Other(excl.anti-malaria, anti-TB, anti-leprosy....and kidney dialysis solution",44126,371163065
30051000,ADHESIVE DRESSINGS AND OTHER ARTICLES HAVING AND ADHESIVE LAYER,37667,63157883
30059000,"Wadding, Gauze, Etc With Pharmaceutical Substances For Retail Sale, Nes",77754,21630378
30061000,"Sterile Surgical Catgut,Materrials For Surgi.Sutures;Laminaria;Absor.Haem.",1487,34075552
30064000,Dental cements and other dental fillings; bone reconstruction cements,4515,6270040
30065000,First-Aid Boxes And Kits,103,44041
30066000,CHEMICAL CONTRACEPTIVE PREPARATIONS BASED ON HORMONES ON OTH. PROD. OF HEADING 29.37..,1892,31952487
30067000,GEL PREPARATIONS DESIGNED TO BE USED IN HUMAN OR VETE..MEDICAL INSTRUMENTS,409,297711
31021000,"Urea, Whether Or Not In Aqueous Solution",294843308,16051566070
31022100,Ammonium Sulphate,1833005,84863600
31022900,Double Salts And Mixtures Of Ammonium Sulphate And Ammonium Nitrate,1,627
31031110,Superphosphates : Containing by weight 35 % or more ... Triple superphosphates,295201195,22754895886
31042000,Potassium Chloride,180250607,9121350959
31043000,Potassium Sulphate,335491,45998266
31053000,Diammonium Hydrogenorthophosphate (Diammonium Phosphate),228771790,23276178050
31054000,Ammonium Dihydrogenorthophosphate (Monoammonium Phosphate) And Mixtures...,4000000,343580062
31055100,Mineral Or Chemical Fertilizers Containing Nitrates And Phosphates,55,25038
31059000,"Other Fertilizers, Nes",13042,3916224
32019000,"Tanning extracts of vegetable origin; tannins and other derivatives, nes",55500,2779598
32021000,Synthetic Organic Tanning Substances,185374,25712499
32029000,"Inorganic Tanning Substances; Tanning Preparations..., Nes",3136,461196
32030000,"Colouring Matter Of Vege./Animal Origin,& Prepa..As Spec.In Not 3 Chp.32",356,2780334
32041100,Disperse Dyes And Preparations Based Thereon,227041,75130689
32041200,Acid Dyes And Preparations; Mordant Dyes And Preparations,88110,31562354
32041310,AZO DYES,974,806749
32041390,Other basic dyes and preparation,40394,11512110
32041400,Direct Dyes And Preparations Based Thereon,97737,23847719
32041500,Vat Dyes And Preparations Based Thereon,48877,11076828
32041600,Reactive Dyes And Preparations Based Thereon,1882942,490184206
32041700,Pigments And Preparations Based Thereon,387616,229503773
32041900,Other Synthetic Organic Coloring Matter(Inc.Mixtrs) Of Prods 320411-320419,206730,92414674
32042000,Synthetic Organic Products Used As Fluorescent Brightening Agents,302766,96928402
32049000,Synthetic Organic Products Used As Luminophores,7616,3418838
32050000,Colour Lakes; Preparations Based On Colour Lakes As Specified In Note 3,47504,284173652
32061100,"Pigments & Preparatns Based On Titanium Dioxide,Cont.=>80%Titanium Dioxide",1847396,609997640
32061910,"Pigments/Preparatns Based On Titanium Dioxide, Cont.< 80% Titanium Dioxide",116024,10564674
32061920,Color master batch,270340,101272112
32061990,"Pigments/Preparatns Based On Titanium Dioxide, Cont.< 80% Titanium Dioxide",25324,17794437
32062000,Pigments And Preparations Based On Chromium Compounds,53886,29927624
32064100,Ultramarine And Preparations Based On Other Colouring Matter,7500,3245901
32064200,Lithopone And Other Pigments And Preparations Based On Zinc Sulphide,101005,9116459
32064900,"Other Colouring Matter; Preparations As Specified In Note 3, Nes",41996,18609806
32071000,"Prepared Pigments, Opacifiers & Colours... For Ceramics And Glass Ind.Etc",137073,98541674
32072000,"Vitrifiable Enamels And Glazes, Englobes And Similar Preparations",5413214,428834112
32073000,LIQUID LUSTRES AND SIMILAR PREPARATIONS,2682,46895668
32074000,"GLASS FRIT AND OTHER GLASS,IN THE FORM OF GRANULES OR FLAKES",4107590,312239945
32081020,Insulating varnish for copper wire,61126,16658804
32081090,"Other Paints Based On Polyesters, In A Non-Aqueous Medium",7834,4590467
32082091,"Other Paints Based On Acrylic Or Vinyl Polymers, In A Non-Aqueous Medium",14120,9893246
32082099,"Other Paints Based On Acrylic Or Vinyl Polymers, In A Non-Aqueous Medium",34926,19833897
32089020,Heat Sealable Lacquers,5640,5562519
32089030,Coating materials,65828,20191730
32089090,"Other Paints And Varnishes, In A Non-Aqueous Medium, Nes",465822,428331902
32091000,Based on acrylic or vinyl polymers,12000,3050886
32099030,Coating materials imported by VAT registered cookingware manufacturers,60744,31315369
32099090,"Other Paints And Varnishes, In An Aqueous Medium, Nes",43446,21233998
32100090,Other Paints & Varnishes,1733,919585
32110000,Prepared Driers,299590,58017218
32121000,Stamping Foils,57494,31806375
32129000,"PIGMENTS(INCL.METALIC..) DISPERSED IN NON AQUEOUS MEDIA..,EXCL. STAMPING FOILS",140996,47356434
32131000,Colours in sets,18965,3649224
32139000,"Artists', Students' Or Signboard Painters' Colours In Packings, Nes",24155,7513396
32141000,"GLAZIERS PUTTY,GRAFTING PUTTY, RESIN CEMENTS, CAULKING COMPOUNDS AND OTHER MASTICS...",359700,61526702
32149000,Non-Refractory Surfacing Preparations,185607,27943158
32151100,"Black printing ink, whether or not concentrated or solid",23978,31707281
32151900,"Printing ink, whether or not concentrated or solid (excl. black)",525435,369025877
32159010,Inkjet Refill In Injectable Form,23395,31866812
32159020,Ink for ball point pen imp by VAT reg ball point pen manf. Ind.,41260,39200266
32159090,"Other Ink,Wheterh Or Not Concentrated Or Solid(Ex.Ink For Ball Points Pens",49863,26553222
33011300,Essential Oils Of Lemon (Incl. Concretes And Absolutes),150,65735
33011900,"Essential Oils Of Citrus Fruit (Incl. Concretes And Absolutes), Nes",1627,1472995
33012500,"Essential Oils Of Mints (Incl. Concretes And Absolutes), Nes",75,675856
33012900,"Essential Oils (Incl. Concretes And Absolutes), Nes",6282,8502451
33013000,Resinoids,25,9394
33019000,"Concentrates of essential oils in fats... aqueous distillates, extracted oleoresins etc",7927,26493903
33021010,Of A Kind Usd.Bvg.manf.&Imp.by VAT Reg.Bev.Inds.Contn.Alchol<0.5%absolute/vlm.Free Al,219015,253362626
33021090,Mix. Of Odoriferous Subs. Excl. Those Used In Bev. Industries,56666,69508053
33029000,Mixtures/With Basis Of Odorifer'S Subst'S Inc.Alc.Sol'S For Use In Ind Nes,314405,523946785
33030000,Perfumes And Toilet Waters,19874,36690067
33041000,Lip Make-Up Preparations,7316,19656811
33042000,Eye Make-Up Preparations,9690,13137726
33043000,Manicure Or Pedicure Preparations,31156,45311017
33049100,"Powders,Whether Or Not Compressed,For Beauty/Makeup/Skin Care/Preparation",2580,3231667
33049910,"Powders, wheth er or not compressed, for cosmetic --face and/or skin cream",63848,160173053
33049920,"Beauty, make-up, skin-care (incl. suntan), nes...Moisture Lotion",47730,63852593
33049930,"Beauty, make-up, skin-care (incl. suntan), nes-- Petroleum jelly",383,604263
33049990,"Beauty, make-up, skin-care (incl. suntan), nes-- Petroleum jelly... than other",35172,48444357
33051000,Shampoos,86544,43836369
33052000,Preparations For Permanent Waving Or Straightening,16222,10486162
33053000,Hair Lacquers,13159,7841144
33059000,"Preparations For Use On The Hair, Nes",119918,57581485
33061000,Dentifrices,199656,91518845
33062000,"Yarn Used To Clean Between Teeth (Dental Floss),Individual Retail Packages",1057,878172
33069000,"Preparations For Oral Or Dental Hygiene (Incl. Denture Fixative), Nes",11946,7127903
33071000,"Pre-Shave, Shaving Or After-Shave Preparations",12570,8361259
33072000,Personal Deodorants And Antiperspirants,121805,67663687
33073000,Perfumed Bath Salts And Other Bath Preparations,596,446201
33074100,Agarbatti And Other Odiferous Preparations Which Operate By Burning,95854,17010152
33074900,"Preparations For Deodorizing Rooms, Nes",67146,26468439
33079000,"OTH.PREPARATIONS FOR PERFUMING, EXCL.(PRE-SHAVE..,PERSONAL..,PERFUMED BATH..)",26852,18529154
34011100,"Soap And Organic Surface-Active Products In Bars, Etc, For Toilet Use",28222,14274690
34011900,"Soap And Organic Surface-Active Products In Bars, Etc, Nes",17933,20094144
34012000,SOAP IN OTHER FORMS,15,16974
34013000,"ORGNC.SRFC.ACTIVE PROD.&PREPARATION FOR WASHING THE SKIN,IN THE FORM OF ..",91288,65778800
34023100,Anionic organic surface-active ageLinear alkylbenzene sulphonic acids and their salts,563504,94628055
34023910,Chips of Sodium Isethionate,500,190310
34023990,Other than Chips of Sodium Isethionate,1078370,235242091
34024100,"Other organic surface-active agents, whether or not put up for retail sale :, Cationi",23498,16138266
34024210,"Other organic surface-active agents, whether or not put up for retail sale :, Non-ion",188830,54263997
34024290,"Other organic surface-active agents, whether or not put up for retail sale :, Non-ion",645341,128407536
34024910,"Other organic surface-active agents, NES",38452,13478455
34024990,"Other organic surface-active agents, NES",211771,26344294
34025000,Preparations put up for retail sale,78893,15604911
34029010,Detergents,49151,17636285
34029020,Cleaning preparation for steel industries,39624,10981944
34029090,Washing & Cleaning Preparations (Excl. Detergents),431859,157091820
34031100,Lub.Preparations For Treatement Of Tex.Leather Etc With=<70% Petroleum Oil,75050,20690517
34031900,"Other Lubricating Preparations, With =<70% Petroleum Oil, Nes",116789,29845980
34039100,"Lub.Preparations For Treatement Of Tex. Leather Etc, Nes",105152,24118069
34039910,Compressor oil,32608,20674719
34039920,Semi-synthetic lubricating oil,190917,77257124
34039930,Synthetic lubricating Oil,215786,165659775
34039990,"Other Lubricating Preparations, Nes",193322,68537529
34042000,Artificial Waxes Of Polyethylene Glycol,5897,3398836
34049010,Other Waxes,8062,2973125
34049090,"Artificial Waxes And Prepared Waxes, Nes",548588,113782624
34051000,"Polishes, Creams And Similar Preparations For Footwear Or Leather",20221,7771152
34052000,"Polishes,Cream.&Similar Prepa.For Mainten. Of Woodwork Woden Fur.Flo.&Othr",1055,265430
34053000,Polishes And Similar Preparations For Coachwork (Excl. Metal Polishes),607,1086942
34054000,Scouring Pastes And Powders And Other Scouring Preparations,15883,3918212
34059010,Polishes and other preparations used in the finishing (including electroplating) of met,183865,36415163
34059090,"Other polishes, creams and similar preparations, nes",76958,16344203
34060000,"Candles, Tapers And The Like",11720,3628852
34070000,"Modelling Pastes; Dental Wax And Impression Compounds, For Retail Sale",298048,24725791
35011000,Casein,0,3130
35019000,Caseinates And Other Casein Derivatives; Casein Glues,5001,7855808
35021900,Egg Albumin(Excluding Dried Egg Albumin),25,25634
35029000,"Albumins (excl. egg albumin and milk albumin), albuminates and other derivatives",103,9920931
35030010,Ultrasound And Ecg Gel,23818,3741698
35030090,"Gelatin and derivatives; isinglass; glues of animal origin, nes",73494,58521390
35040000,"Peptones/protein substances and derivatives, nes; hide powder",5272,4328307
35051000,Dextrin and other modified starches,625633,117644147
35052000,"Glues Based On Starches, Dextrins Or Other Modified Starches",887,551887
35061000,"Products Put Up As Glues Or Adhesives For Retail Sale, =<1kg",159798,57519255
35069110,Adhesives Based On Rubber Or Plastic (Incl. Artificial Resins),315369,121678245
35069190,Adhesives Based On Rubber Or Plastic (Incl. Artificial Resins),445814,144073316
35069900,Stripping chemical,288652,102326545
35079010,Streptokinase,6,80364
35079090,Other than Streptokinase,681017,471507112
36020000,"Prepared Explosives, (Excl. Propellent Powders)",127065,85813114
36032000,Detonating cords,20759,35495279
36035000,Igniters,1,2103425
36036000,Electric detonators,4,5559051
36049000,Signalling Flares... And Other Pyrotechnic Articles (Excl. Fireworks),124,38735566
36069000,"Ferro-Cerium, Pyrophoric Alloys; Articles Of Combustible Materials, Nes",14487,1105050
37011000,"Photographic Plates... For X-Ray, In The Flat, Unexposed",148062,374227634
37012000,"Instant Print Flat Film, Unexposed",1018,361499
37013000,,419714,139195200
37019100,"PHOTOGRAPHIC PLATES..., IN THE FLAT FOR COLOUR PHOTOGRAPHY, UNEXPOSED",190,95155
37021000,"Photographic Film In Rolls, For X-Ray, Unexposed",4533,1779545
37023900,"Photo Film, In Rolls, Non-Perforated, Of Width =<105mm",1103,12570126
37024400,"Photo Film, In Rolls, Non-Perforated, Width >105mm But =<610mm",1928,1320884
37029800,Other Photographic film Of a width exceeding 35 mm,9340,3453754
37032000,"OTHER PHOTOGRAPHIC PAPER, FOR COLOUR PHOTOGRAPHY(POLYCHROME)",25996,3359339
37039000,"OTHER PHOTOGRAPHIC PAPER..,(EXCL.IN ROLLS..,FOR COLOUR PHOTOGRAPHY(POLYCHROME))",420,57844
37071000,Sensitising emulsions,26920,9460892
37079000,"OTH.CHEMICAL PREPARATIONS FOR PHOTOGRAPHIC USES..,EXCL.SENSITISING EMULSIONS",108142,14588371
38011000,Artificial Graphite,1,61026
38013010,Graphite or carbon electrode paste imported by VAT registered ferro alloy manu. Ind,105000,9201631
38019000,"Preparations Based On Graphite Or Carbon In The Form Of Pastes..., Nes",7476554,252656221
38021000,Activated Carbon,274965,13759811
38029000,Activated Natural Mineral Products; Animal Black,3708195,203535621
38040000,Residual Lyes From The Manufacture Of Wood Pulp (Excl. Tall Oil),83466,10592630
38059000,"Oth.Turpenic Oils,Nes;Crude Dipentene,Sulphite Turpentine&Oth.Crude Parac.",16551,7980380
38061010,Rosin And Rasin Asids,63100,9546267
38061090,Rosin And Rasin Asids,60900,9139482
38069090,"Derivatives of rosin and resin acids,... NES",3065,996903
38086900,Other,94457,39959196
38089110,"Insecticides For Dairy, Poultry and Agricultural purposes",3557485,2075439281
38089121,Mosquito coil; aerosol; mosquito repellent,30199,12933463
38089129,"Insecticides, rodenticides... and similar products, for retail sale, nes",1444,3615673
38089210,"Fungicides For Dairy, Poultry and Agricultural purposes",3705251,1394517750
38089291,"Fungicides, NES In bulk",134200,42971308
38089299,"Fungicides, NES Cxcl.in bulk",26,158241
38089310,"Herbi., anti-sprouting prod.&plant-growth regu.:For Dairy, Poultry and Agricul",3169183,885822814
38089399,"Herbicides, anti-sprouting products and plant-growth regul: NES in retail pack",201,281404
38089410,"For Dairy, Poultry, Fishery and Agricultural purposes",12174,6277031
38089491,"Disinfectants Cetrimide In bulk, Excl. For Dairy, Poultry and Agricultural, In bulk",32000,10272762
38089499,"Disinfectants, NES in retail packings upto 2.5 kg",819,335891
38089910,"For Dairy, Poultry, Fishery and Agricultural purposes",32000,11022244
38089991,"Insecticides, rodenticides, fungicides, herbicides,..NES in bulk",21882,12134528
38089999,"Insecticides, rodenticides, fungicides, herbicides,..NES in bulK in retail pac",581,441989
38091000,"Finishing Agents, Etc, With A Basis Of Amylaceous Substances Nes",1420,278771
38099100,Finishing Agents Etc. Of A Kind Used In The Textile Or Like Industries Nes,1088493,161848697
38099200,"Finishing Agents, Etc, Of A Kind Used In The Paper Or Like Industries Nes",217850,34652205
38099300,Finishing Agents Etc. Of A Kind Used In The Leather Or Like Industries Nes,41328,7618298
38101000,Pickling Preparations For Metal Surfaces;Soldering..Powders&Pastes..Mater.,77722,20683407
38109010,Pickling preparations for metal surface....Submerge welding flux for LPG,45529,5815256
38109090,Pickling preparations for metal surface.... Excl. Submerge welding flux for LPG,350154,53086325
38111900,Anti-Knock Preparations (Excl. Based On Lead),41456,11260860
38112100,Additives For Lubrctng.Oils Contng.Ptrlum.Oils/Oils Of Bituminous Minerals,54528,41780551
38112900,Additives For Lubricating Oils (Excl. With Petroleum Oils),8549,1943351
38119000,"OTHER PREPARATIONS, EXCL.ANTI-KNOCK PREPARATIONS, ADDITIVES FOR LUBRICATING OILS",165284,45247748
38121000,Prepared Rubber Accelerators,29727,11287113
38122000,"Compound Plasticisers For Rubber Or Plastics, Nes",687562,86726361
38123100,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline (TMQ)",30000,10891824
38123910,Other,27001,20036349
38123990,Other,1409463,349634383
38130000,Preprton.&Charge For Fire-Extinguishers;Charged Fire-Extinguishing Grenade,188841,5266224
38140010,Organic composite solvent,26160,8439487
38140090,"Organic Composite Solvents And Thinners, Nes; Paint Or Varnish Removers",792964,130453948
38151200,Supported Catalysts With Precious Metal Or Its Compounds,146,923507
38151900,"Supported Catalysts, Nes",780,226813
38159000,"Reaction Initiators, Accelerators And Catalytic Preparations, Nes",55581,12080689
38160010,"Refractory Cmnts.Mrtrs,Concretes&Similar Compositions,Ex.Prdcts.Of Hd38.01",939115,125659642
38160090,"Refractory Cmnts.Mrtrs,Concretes&Similar Compositions,Ex.Prdcts.Of Hd38.01",2904999,109332697
38170010,"MIXED ALKYLBENZENES AND MIXED ALKYLNAPHTHALENES,OTHER THAN THOSE OF HEADING 2707 OR 2902",1818220,361346919
38170090,"MIXED ALKYLBENZENES AND MIXED ALKYLNAPHTHALENES,OTHER THAN THOSE OF HEADING 2707 OR 2902",2000200,351742045
38190000,Hydraulic Brake Fluids And Similar Liquids With <70% Petroleum Oil,203056,47650648
38200000,Anti-Freezing Preparations And Prepared De-Icing Fluids,65185,14826125
38210000,Prepared Culture Media For Development or maintenance of Micro-Organisms(incl.viruses..,15874,70636351
38221100,DIAGNOSTIC OR LABORATORY REAGENTS FOR MALARIA,488,1063303
38221200,DIAGNOSTIC...For Zika and other diseases transmitted by mosquitoes of the genus Aedes,170,167307
38221300,Diagnostic or laboratory reagents .. for For blood-grouping,440,7061475
38221900,"Dignostic or lab. reagent (Exlud For alariam, Zika, blood-grouping)",62807,723159783
38229000,"Dianostic or Lab. Reagent, NES",327083,625387551
38231100,Stearic Acid,82640,15161195
38231900,"OTH.INDUST. MONOCARBOXYLIC FATTY ACIDS.., EXCL.ST.ACID,OLEIC ACID,TALL OIL FATTY ACIDS",1018785,115292948
38237000,INDUSTRIAL FATTY ALCHOLS,28620,12733348
38241000,Prepared Binders For Foundry Moulds Or Cores,356508,31784618
38244000,"Prepared Additives For Cements, Mortars Or Concretes",1974481,245158361
38245000,Non-Refractory Mortars And Concretes,321971,10596714
38246000,Sorbitol (Excl. That Of 2905.44),2395500,169329212
38249920,Chlorinated paraffin wax,2000,272932
38249930,Barium/strontium ferrite powder imported by VAT registered manufacturers,40000,7612862
38249950,Coated cal.car....Imp by IND.IRC.VAT reg plastic goods_cal.car filler_cable manf.ind,6401102,175380803
38249960,Desiccant,130771,88581163
38249992,Master batch not containing pigments,54400,8480525
38249993,Mould Powder,88000,10210320
38249999,Other,2927012,621945676
38275900,"Mixture Containing trifluoromethane (HFC-23) or perfluorocarbons (PFCs) , NES",130,1963147
38276810,"Mixtures containing halogenated derivatives of methane, ethane or propane...",35595,12207527
38276820,"Other containing substances of subheadings 2903.41 to 2903.48, HFC R-404A",11663,4388641
38276830,"Other containing substances of subheadings 2903.41 to 2903.48, HFC R-404A",6441,2441937
38276890,"Mixtures containing halogenated derivatives of methane, ethane or propane...",1000,560224
39011000,Polyethylene having a specific gravity of less than 0.94,3231505,492488221
39012000,Polyethylene having a specific gravity of 0.94 or more,11764614,1466101892
39013000,"Ethylene-Vinyl Acetate Copolymers, In Primary Forms",1321191,264291830
39014000,"Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94",8668000,1136920127
39019000,"Other Polymers Of Ethylene, In Primary Forms, Nes",1080247,177636019
39021000,"Polypropylene, In Primary Forms",18885441,2298753904
39023000,"Propylene Copolymers, In Primary Forms",8422809,1057167698
39029000,"Other Polymers Of Propylene Or Of Other Olefins, In Primary Forms, Nes",96107,28105945
39031100,"Expansible Polystyrene, In Primary Forms",1363196,251589290
39031900,"Polystyrene (Excl. Expansible), In Primary Forms",1790950,311693334
39032000,"Styrene-Acrylonitrile (San) Copolymers, In Primary Forms",277001,47252552
39033000,Acrylonitrile-butadiena-styrene(ABS) copolymers,1197700,257292586
39039000,"Polymers Of Styrene, In Primary Forms, Nes",2143666,420604225
39041000,"Polyvinyl Chloride, Not Mixed With Other Substances, In Primary Forms",24030003,2353712501
39042100,"Non-Plasticised Polyvinyl Chloride, In Primary Forms",1900725,274146797
39042200,"Plasticised Polyvinyl Chloride, In Primary Forms",907544,162300232
39043000,"Vinyl Chloride-Vinyl Acetate Copolymers, In Primary Forms",81126,74018391
39044000,"Vinyl Chloride Copolymers, Excl. Vinyl Acetate, In Primary Forms",1950,386266
39046100,"Polytetrafluoroethylene, In Primary Forms",49053,67268402
39046900,"Fluoro-Polymers (Excl. Polytetrafluoroethylene), In Primary Forms",2783,6078894
39049000,"Polymers Of Halogenated Olefins, In Primary Forms, Nes",15522,7196935
39051200,Polyvinyl Acetate In Aqueous Dispersion,353970,28729771
