hscode,description,net_wt_kg,assess_value_bdt
29034200,Trifluoromethane(HFC-23),74195,42115581
29034500,"1,1,1,2-Tetrafluoroethane(HFC-134a)and 1,1,2,2.. (HFC-134)",65258,51197874
29034990,,20660,6298735
29036100,Methyl bromide (bromomethane),140,636874
29036900,Other,50,764033
29037100,Chlorodifluoromethane(R-22),295596,75426862
29037200,Dichlorotrifluoroethanes,3000,2348461
29039100,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",17783,4569999
29041090,Hydrocarbon Derivatives Cont.Only Sulpho Grp.Treir Slats(Ex.Methane Sulp..,46481,6224073
29042000,Hydrocarbon Derivatives Containing Only Nitro/Nitroso Groups,5,9990
29049900,Other,13000,2263275
29051110,Methanol (Methyl Alcohol),170824,13841413
29051190,Methanol (Methyl Alcohol),3471541,291619657
29051210,Propan101 (propy1 alcohol) and propan201 (isopropy1 alcohol):,107376,24893784
29051290,Propan101 (propy1 alcohol) and propan201 (isopropy1 alcohol):,128446,31196626
29051300,Butan-1-Ol (N-Butyl Alcohol),113269,27344118
29051400,"Other Butanols, Nes",1,35100
29051600,,1118325,283469390
29051700,"Dodecan-1-Ol, Hexadecan-1-Ol And Octadecan-1-Ol",14825,16879960
29051990,"Other than Pinacolyl alcohol: 3, 3-Dimethylbutan-2-ol",36999,25753498
29052200,Acyclic Terpene Alcohols,145760,33388336
29053100,Ethylene glycol (ethanediol),10105856,767352103
29053200,"Propylene Glycol (Propane-1,2-Diol)",269759,50488340
29053900,"Other Diols, Nes",20666,9671052
29054200,Pentaerythritol,65000,15662017
29054300,Mannitol,250476,105314862
29054400,D-Glucitol (Sorbitol),7500,1815173
29054500,Glycerol,2111695,285424775
29054900,"Other Polyhydric Alcohols, Nes",2000,673852
29055910,"CHLOROBUTOL,CHLOROLOUTANOL,CHLORAL HYDRATE THIOGLYCEROL..TETRANIT.BASUIPHN",1011,3219205
29055990,"HALOGENATED,SULPHONATED,NITRATED OR NITROSATED..ACYCLIC ALCOHOLS, NES",2,2505
29061100,Menthol,5585,11510090
29061200,"Cyclohexanol, Methylcyclohexanols And Dimethylcyclohexanols",1000,249755
29061320,Inositols,4250,65223492
29061990,"Oth.Cyclanic,Cyclenic/Cycloterpenic Alcohols & Derivatives,Nes(Ex.Terpinh.",43195,12970533
29062100,Benzyl Alcohol,72005,24046304
29071100,Phenol (Hydroxybenzene) And Its Salts,25200,4343109
29071200,Cresols And Their Salts,256,1410352
29071500,Naphthols And Their Salts,5002,689805
29071900,"Other Monophenols, Nes",985,4409708
29072100,Resorcinol And Its Salts,1225,1038020
29072300,"4,4-Isopropylidenediphenol (Bisphenol A, Diphenylolpropane) And Salts",1900,1049013
29072900,"Other polyphenols, nes",4572,9653733
29081100,Pentachlorophenol (ISO),5000,1659554
29081990,"Chloroxylenol, Dichlorophene Hexachlorophene, parachlorometaxylenol",1,1252
29089900,"Haloge. sulpho, nitrated or nitro. Derivat. of phenols or phenol-alco. Excl. Do",1,11774
29091900,"Other acyclic ethers and their halogenated... derivatives, nes",4072222,360704215
29093000,"Aromatic Ethers And Their Halogenated... Derivatives, Nes",8560,3391327
29094100,"2,2-Oxydiethanol (Diethylene Glycol, Digol)",582750,59079206
29094300,Monobutyl Ethers Of Ethylene Glycol Or Of Diethylene Glycol,181940,24367883
29094400,Other Monoalkylethers Of Ethylene Glycol Or Of Diethylene Glycol,14,12488
29094900,"Other Ether-Alcohols And Their Halogenated... Derivatives, Nes",22205,16733546
29095000,"Ether-Phenols, Ether-Alcohol-Phenols And Halogenated... Derivatives, Nes",3006,5178364
29096000,"Alcohol, Ether And Ketone Peroxides And Their... Derivatives, Nes",118540,58112703
29109000,"Other Epoxides... With A Three-Membered Ring And Derivatives, Nes",2506,1301576
29121100,Methanal/Formalin (formaldehyde),40191,2902040
29121900,"Other Acyclic Aldehydes, Without Other Oxygen Function, Nes",200,48636
29122900,"Other cyclic aldehydes, without oxygen function, nes",16800,6571573
29124100,"Aldehyde-alcohols,...Vanillin (4-Hydroxy-3-Allthobenzaldehyde)",11300,2815117
29124900,"Oth.Aldehyde-Ether,Aldehyde-Phenols,Aldehydes,With Oth.Oxygen Function,Nes",2,5035
29126000,Paraformaldehyde,1327900,192126516
29130000,"Halogenated, Sulphonated, Nitrated Or Nitrosated Derivatives Of 29.12",0,172278
29141100,Acetone,459200,47622232
29141200,Butanone (Methyl Ethyl Ketone),392274,79423144
29141300,4-Methylpentan-2-One (Methyl Isobutyl Ketone),54860,15754008
29142200,Cyclohexanone And Methylcyclohexanones,248900,31080915
29142900,"Oth.Cyclanic,Cyclenic/Cycloterpenic Ketones Without Oth.Oxy. Function,Nes",16704,4247698
29143900,Other Aromatic Ketones Without Other Oxygen Function (Excl. Phenylacetone),1987,1287094
29144000,Ketone-alcohols and ketone-aldehydes,2400,437880
29145000,Ketone-Phenols And Ketones With Other Oxygen Function,8156,43548723
29146100,Anthraquinone,12000,17921262
29146200,Coenzyme Q10 (ubidecarenone (INN)),1395,39604443
29146900,Other Quinones (Excl. Anthraquinone),225,427360
29147900,Other,219,85822
29151100,Formic Acid,917906,74734664
29151200,Salts Of Formic Acid,2,1241
29152100,Acetic Acid,48541,7988840
29152400,Acetic Anhydride,20,136029
29152910,Sodium acetate,52250,3158802
29152990,"Formic acid, its salts and esters:Excl. Sodium Acetate",49,66648
29153100,Ethyl Acetate,3061150,370464001
29153200,Vinyl Acetate,350880,47120735
29153300,N-Butyl Acetate,187740,40366712
29153900,"Other Esters Of Acetic Acids, Nes",155774,60636358
29154000,"Mono-, Di- Or Trichloroacetic Acids, Their Salts And Esters",35,194774
29155090,"Other Propionic Acid,Its Salts&Esters(Excl.Deoxycortone Phenyel Propionate",114000,15893762
29156000,"Butyric Acids, Valeric Acids, Their Salts And Esters",196000,85417546
29157010,"Stearic Acid,Their Salts And Esters",1405670,213886953
29157020,Ethyl Palmitate And Isopropyl Palmitate,650,1780074
29157031,Soap noodle imported by VAT registered soap manufacturers,1060410,155272153
29157039,Other Palmatic Acid/Salt,9075,1873840
29159000,"Other Saturated Acyclic Monocarboxylic Acids And Their... Derivatives, Nes",98895,40629957
29161200,ESTERS OF ACRYLIC ACID,511940,146352337
29161300,METHACRYLIC ACID AND ITS SALTS,40975,14709926
29161400,ESTERS OF METHACRYLIC ACID,322027,100687874
29161500,"Oleic, Linoleic Or Linolenic Acids, Their Salts And Esters",4680,2513964
29161900,"Other Unsaturated Acyclic Monocarboxylic Acids And Their...Derivatives,Nes",24187,3651704
29162000,"Cyclanic...Cycloterpenic Monocarboxylic Acids, Etc, Their... Derivatives",1380,29550202
29163100,"Benzoic Acid, Its Salts And Esters",80985,24088956
29163200,Benzoyl Peroxide And Benzoyl Chloride,150,153081
29163900,"Aromatic monocarboxylic acids, etc, their... derivatives, nes",3385,11249124
29171100,"Oxalic Acid, Its Salts And Esters",50065,5294790
29171200,"Adipic Acid, Its Salts And Esters",160635,38702075
29171400,Maleic Anhydride,6000,1307623
29171900,"Acyclic polycarboxylic acids, etc, their... derivatives, nes",21644,32751580
29172000,"Cyclanic... Cycloterpenic Polycarboxylic Acids, Etc, Their...Derivatives",2000,526055
29173400,"Other Esters Of Orthophthalic Acid,",2830,1142303
29173500,Phthalic Anhydride,940000,155243698
29173600,,11184000,916922838
29173910,Purified Isophtalic Acid (IPA),2100,462927
29173990,"Other Aromatic Polycarboxylic Acids, Etc, Their... Derivatives, Nes",34505,8441981
29181100,"Lactic Acid, Its Salts And Esters",46300,15443941
29181200,Tartaric Acid,475,1633478
29181300,Salts And Esters Of Tartaric Acid,24400,9640885
29181400,Citric Acid,520450,47559315
29181500,Salts And Esters Of Citric Acid,513907,108652117
29181600,"Gluconic Acid, Its Salts And Esters",238727,61253917
29181990,"Carboxylic Acids With Alcohol Function,Without Oxygen Function..Nes",21557,115068559
29182100,Salicylic Acid And Its Salts,4620,1505445
29182200,"O-Acetylsalicylic Acid, Its Salts And Esters",7350,3660285
29182300,Other Esters Of Salicylic Acid And Their Salts,9075,7235255
29182900,"Oth.Carboxylic Acids With Phenol Function,But Without Derivatives Nes",17131,18201881
29183000,"Carboxylic Acids With Aldehyde,Or Ketone Function...& Their Derivatives",2490,16480245
29189900,"Car. acids with add.Oxy.func.&their.. Excl.2, 4, 5-T (ISO) (2,4,5-trichlo.acid)",29290,185674076
29199000,Phosphoric esters..derivatives.Exclu. Tris phosphate & Tetrasodium fosfertrol a,5,1645177
29209010,"Erythrityl Tetranitrate, Isosorbidedinitate",100,648689
29209090,"Oth.Ester Of Oth.Inorganic Acids(Exl.Of Hdrgn.Halides),Deriv.(Ex.Erythrit.",6203,31816739
29211100,"Methylamine, Di- Or Trimethylamine And Their Salts",6000,1728467
29211990,,1644,11766822
29212110,Ethylenediamine And Its Salts,186000,100064671
29212190,Ethylenediamine And Its Salts,93,79840
29212900,"Other Acyclic Polyamines And Their Derivatives, Salts Thereof, Nes",2796,10205924
29213000,"Cyclanic...Or Cycloterpenic Mono- Or Polyamines, Etc; Salts Thereof",13816,11830611
29214100,Aniline And Its Salts,0,627
29214400,Diphenylamine And Its Derivatives; Salts Thereof,28,86863
29214500,"1-Naphthylamine, 2-Naphthylamine And Their Derivatives; Salts Thereof",1600,18026611
29214900,"Other Aromatic Monoamines And Their Derivatives, Nes; Salts Thereof",8020,30980120
29215100,"O-, M-, P-Phenylenediamine, Diaminotoluenes, Etc; Salts Thereof",6320,6243729
29215900,"Other Aromatic Polyamines And Their Derivatives, Nes; Salts Thereof",2040,2044578
29221100,Monoethanolamine And Its Salts,1751,1013928
29221910,"Amino-alcohols, their ethers and esters with only 1 oxygen function, nes",10,2154405
29221999,"Other than N,N-Dialkyl (Me, Et, n-Pr or i-Pr) aminoethane-2-ols and corresponding proton",4922,53055717
29222910,"Acetaminophen,Methoxyphenamine,P-Acetaminopaenol",1625,827916
29222990,"Other Amino-Naphthols &-Phenols,Etc.. Oxygen Function;Salts, Nes",121430,36582889
29223900,"AMINO-ALDEHYDES,AMINO-KETONES & AMINO-QUINONES,OTH. THAN THOSE CONT.MORE..",230,5896449
29224100,Lysine And Its Esters; Salts Thereof,874231,228332416
29224210,Tasting salts ((monosodium glutamate) in retail pack upto 2.5 kg,83021,13494055
29224220,Tasting salts (monosodium glutamate) in other packing,1978000,336472919
29224290,"Glutamic acid and its salts, NES",846,972578
29224900,"Oth.Amino-Acids&Their Esters,>1 Kind Of Oxygen Function; Salts Thereof,Nes",151029,209217339
29225000,"Amino-alcohol/acid-phenols; amino-compounds with oxygen function, nes",558921,254329100
29231000,Choline And Its Salts,556260,79968292
29232000,Lecithins And Other Phosphoaminolipids,14535,20826040
29239000,"Quaternary Ammonium Salts And Hydroxides, Nes",157331,72415682
29241900,"Acyclic amides (incl. acyclic carbamates) and derivatives; salts thereof,nes",97808,23488708
29242900,"Cyclic amides (incl. carbamates) and derivatives; salts thereof, nes",523722,251505438
29251100,Saccharin And Its Salts,44325,20625831
29251200,GLUTETHIMIDE (INN),1,1254
29251910,Imides And Their Derivatives; Salts Thereof (Excl. Saccharin),0,6556841
29251990,Imides And Their Derivatives; Salts Thereof (Excl. Saccharin),50,1012862
29252910,Paludrine and chloroguayide (projuanil),159107,94731623
29252990,Paludrine and chloroguayide (projuanil),148869,121748590
29262000,1-Cyanoguanidine (Dicyandiamide),2,1241
29264000,alpha-Phenylacetoacetonitrile,2,2465
29269010,"Nitroxinil And Its Solution,Lsaminile",600,4022167
29269020,Acetonitrile HPLC,11249,8963429
29269090,"Other Nitrile-Function Compounds, Nes",11915,19023472
29270000,"Diazo-, Azo- Or Azoxy-Compounds",270689,66166623
29280000,Organic Derivatives Of Hydrazine Or Of Hydroxylamine,2595,15703807
29291000,Isocyanates,298860,97340128
29299090,Other,5,14188
29302000,Thiocarbamates And Dithiocarbamates,182,1997493
29303000,"Thiuram Mono-, Di- Or Tetrasulphides",1000,2505270
29304000,Methionine,1985350,1090711311
29308000,"Aldicarb (ISO), captafol (ISO) and methamidophos (ISO)",0,627
29309010,"Other organo-sulphurcompounds, nesr",5,1321401
29309099,Other,9905,64345852
29314990,Other,47202,8955234
29315400,Halogenated organo-phosphorous derivatives : Trichlorfon (ISO),2000,625321
29319090,"Other organo-inorganic compounds, (EXCL.Tetramethyl lead and tetraethyl lead & Tributylt",18260,14067265
29321100,Tetrahydrofuran,4776,2216267
29321400,Sucralose,6300,16547676
29321900,"Compounds containing an unfused furan ring in the structure, nes",1,45091
29322000,Lactones,2795,71524093
29329900,"Other Heterocyclic Compounds With Oxygen Hetero-Atom(S) Only, Nes",29119,134765599
29331900,"Compounds containing an unfused pyrazole ring in the structure, nes",58,2530226
29332100,Hydantoin And Its Derivatives,9300,3190638
29332900,"Other Compounds Containing An Unfused Imidazole Ring In The Structure, Nes",64363,128053830
29333100,Pyridine And Its Salts,2700,3946872
29333200,Piperidine And Its Salts,1,1255
29333300,"ALFENTANIL(INN),ANILERIDINE(INN)..PROPIRAM(INN)&TRIMEPERIDINE(INN)SAL.T.OF",5,657570
29333990,,223833,867035731
29334900,"Compounds with quinoline or isoquinoline ring-system, not further fused,nes",9351,184086280
29335910,"5-fluorouracil BP, methotrexate BP, capecitabine USP, cytarabin",70,7864480
29335990,"OTHER EXCL. 5-FLUOROURACIL BP, METHOTREXATE BP, CAPECITABINE USP",93198,306822759
29336100,Melamine,316400,57195245
29336900,Other Compounds Containing An Unfused Triazine Ring In The Structure,32056,22973935
29337990,Other Lactams (Excl. Epsilon-Caprolactam),11160,61228052
29339100,ALPRAZOLAM(INN)CAMAZEPAM(INN)CHLO..TETRAZEPAM(INN)&TRIAZOLAM(INN)S.THEREOF,1561,48053701
29339900,"Heterocyclic compounds with nitrogen hetero-atom(s) only,nes",102121,477754169
29341000,Compounds Containing An Unfused Thiazole Ring In The Structure,2785,18218601
29342000,"Compounds Containing A Benzothiazole Ring-System, Not Further Fused",202,1234769
29343000,"Compounds Containing A Phenothiazine Ring-System, Not Further Fused",1700,22396816
29349910,NUCLEIC ACIDS AND THEIR SALTS,5560,7653771
29349920,"GEMCITABINE HCI USP, CYCLOPHOSPHAMIDE BP, IPHOSPHAMIDE BP",3,903063
29349990,"OTH. HETEROCYCLIC COMPOUNDS, NES",102690,1163874651
29359000,Other,30774,129815425
29362100,"Vitamins A And Their Derivatives, Unmixed",26338,166289509
29362200,"Vitamin B1 And Its Derivatives, Unmixed",25861,112359062
29362300,"Vitamin B2 And Its Derivatives, Unmixed",3787,18300359
29362400,D- Or Dl- Pantothenic Acid (Vitamin B3 Or B5) And Its Derivatives,4325,8692067
29362500,"Vitamin B6 And Its Derivatives, Unmixed",36851,97264216
29362600,"Vitamin B12 And Its Derivatives, Unmixed",8692,77139173
29362700,"Vitamin C And Its Derivatives, Unmixed",56705,51135197
29362800,"Vitamin E And Its Derivatives, Unmixed",13670,51762387
29362900,"Other Vitamins And Their Derivatives, Unmixed",45340,105316674
29369000,"Other Vitamins (Incl. Natural Concentrates), Nes",12195,25085819
29371100,"SOMATOTROPIN,ITS DERIVATIVES & STRUCTURAL ANALOGUES",0,3529736
29371200,INSULIN AND ITS SALTS,119,489975903
29371910,"HCG,LEUTINISING HORMONE & RELEASING HORMONE",0,12521252
29371990,"POLY.HORMONES,PROTEIN HORMONES..NES EX.HCG,LEUTINISING HORMONE&RLSNG.HORMO",162,393359836
29372100,"Cortisone, Hydrocortisone... And Predisolone (Dehydrohydrocortisone)",1035,53683355
29372200,Halogenated Derivatives Of Adrenal Cortical Hormones,312,78308294
29372310,DESOGESTREL ETHINYLOESTRADIOL AND LYNESTRENAL,340,113876696
29372399,Other than Medroxy progesterone acetate,4613,148980090
29372900,"Other Adrenal Cortical Hormones And Their Derivatives, Nes",311,111044674
29375000,"PROSTAGLANDINS,THROMBOXANES&TEUKOTRIENES,THEIR DERIVATIVES&STA.ANALOGUES",75,3607236
29379000,"OTHER HORMONES,PROSTAGLANDINS,..USED PRIMARILY AS HORMONES",407,200268318
29381000,Rutoside (Rutin) And Its Derivatives,2500,12603409
29389090,"GLYCOSIDES, NATURAL OR REPRO. BY SYNTHESIS AND... EXCL. RUTOSIDE AND ITS DERIVATIVES RO",7827,61550196
29393000,Caffeine And Its Salts,3700,4631977
29395100,FENETYLLINE (INN) AND ITS SALTS,500,1690892
29395900,OTHER THEOPHYLLINE AND AMINOPHYLLINE..DERIVATIVES;SALTS THEREOF,21650,80266930
29397990,Other,1,522503
29398000,Other,5,657570
29400000,"SUGARS, PURE (EXCL. GLUCOSE, ETC); SUGAR ETHERS AND SALTS, ETC",70520,56177595
29411000,Penicillins And Derivatives With A Penicillanic Acid Structure; Salts,65254,324135190
29412000,Streptomycins And Their Derivatives; Salts Thereof,1550,12112927
29413000,Tetracyclines And Their Derivatives; Salts Thereof,46595,98470364
29414000,Chloramphenicol And Its Derivatives; Salts Thereof,4960,13285067
29415010,ERYTHROMYCIN ETHYL SUCCINATE; ERYTHROMYCIN STEARATE,3000,34945097
29415090,ANTIBIOTICS EXCL.ERYTHROMYCIN ETHYL SUCCINATE; ERYTHROMYCIN STEARATE,7395,75936929
29419011,AZITHROMYCIN,46237,503119590
29419019,AZITHROMYCIN,8725,33381922
29419090,"ANTIBIOTICS, NES",129955,1738388546
29420010,"Daclatasvir HCL, Dasabuvir, Ledipasvir, Ombitasvir, Partitaprevir, Rito...Velpatasvir",35,3733519
29420090,"Other Organic Compounds,Nes",14161,225512257
30012000,Extracts Of Glands Or Other Organs Or Of Their Secretions,165,32040835
30019000,"OTHER GLANDS AND OTHER ORGANS, EXCL.GLANDS AND OTHER ORGANS..,EXCL. EXTRACTS OF GLANDS..",21,20053544
30021200,Antisera and other blood fractions,5259,212258925
30021500,"Immunological products, put up in measured doses or in forms or packings for retail",658,139061345
30024100,Vaccines for human medicine,21646,1568688793
30024200,Vaccines for veterinary medicine,46337,629011759
30024900,"Vaccines, NES",1282,33607030
30029090,Other,520,188156041
30032000,"Medicaments Containing Other Antibiotics, ....Not For Retail Sale",622,56698245
30033990,"Excl..Anti-malaria-TB-cancer...cardiovascular,anti-hepatic drug kidney dialysis solu.",4365,10310268
30039099,"Other medicaments with >=2 constituents, not for retail sale, nes",1,6236164
30041000,"Medicaments Of Penicillins... Or Streptomycins..., For Retail Sale",6170,55334515
30042010,"Mycophenolate mofetil, mycophenolate sodium, ciclosporin",725,61117474
30042090,"Other than Mycophenolate mofetil, mycophenolate sodium, ciclosporin",85042,142538294
30043100,"Medicaments Containing Insulin, For Retail Sale",16265,654883583
30043910,"Anti-malaria-TB-cancer-leprosy,crdvsclr/anti-hepatic encephal opathy drugs/Kidney dls",1134,12491802
30043990,"Excl.Anti-malaria-TB-cancer-leprosy,crdvsclr/anti-hepatic..opathy drugs/Kidney dialys",1723,23703793
30044300,"Other, containing alkaloids or derivatives thereof",2,2758
30044910,Other,1,156565
30044990,Other,6883,12378841
30045000,Other Medicaments Containing Vitamins Or Otr Prod.Of 29.36 For Retail Sale,2051,65519197
30049020,"Homeopathic, Biochemic, Ayurvedic, ......mide, bupivacaine, procaine, kaetamine hydrochl",22563,55815694
30049091,"Antimalaria, antiTB, anticancer, ... Kidney dialysis solution; Drugs for thalassaemia",4971,332867227
30049099,"Other(excl.anti-malaria, anti-TB, anti-leprosy....and kidney dialysis solution",55694,276371133
30051000,ADHESIVE DRESSINGS AND OTHER ARTICLES HAVING AND ADHESIVE LAYER,30298,37393368
30059000,"Wadding, Gauze, Etc With Pharmaceutical Substances For Retail Sale, Nes",36184,16360760
30061000,"Sterile Surgical Catgut,Materrials For Surgi.Sutures;Laminaria;Absor.Haem.",2095,21392235
30063000,Opacifying Preparations For X-Ray Examinations; Diagnostic Reagents...,2559,44867090
30064000,Dental cements and other dental fillings; bone reconstruction cements,2137,6491838
30065000,First-Aid Boxes And Kits,601,538594
30066000,CHEMICAL CONTRACEPTIVE PREPARATIONS BASED ON HORMONES ON OTH. PROD. OF HEADING 29.37..,100,938132
30067000,GEL PREPARATIONS DESIGNED TO BE USED IN HUMAN OR VETE..MEDICAL INSTRUMENTS,2591,1035203
31010000,Animal Or Vegetable Fertilizers,88001,46644327
31021000,"Urea, Whether Or Not In Aqueous Solution",274199714,15131444169
31022100,Ammonium Sulphate,1002024,46940486
31023000,"Ammonium Nitrate, Whether Or Not In Aqueous Solution",80000,9569239
31031110,Superphosphates : Containing by weight 35 % or more ... Triple superphosphates,182000000,14480032081
31042000,Potassium Chloride,154671201,6920891125
31043000,Potassium Sulphate,200,95818
31053000,Diammonium Hydrogenorthophosphate (Diammonium Phosphate),318938000,31206395815
31055100,Mineral Or Chemical Fertilizers Containing Nitrates And Phosphates,10,5010
31059000,"Other Fertilizers, Nes",7,92140
32011000,Quebracho Extract,3600,405814
32019000,"Tanning extracts of vegetable origin; tannins and other derivatives, nes",93027,6748632
32021000,Synthetic Organic Tanning Substances,98850,13209119
32030000,"Colouring Matter Of Vege./Animal Origin,& Prepa..As Spec.In Not 3 Chp.32",444,1819051
32041100,Disperse Dyes And Preparations Based Thereon,327201,78185939
32041200,Acid Dyes And Preparations; Mordant Dyes And Preparations,29301,9780255
32041310,AZO DYES,16,412446
32041390,Other basic dyes and preparation,57202,14943548
32041400,Direct Dyes And Preparations Based Thereon,126318,35102367
32041500,Vat Dyes And Preparations Based Thereon,34006,8177632
32041600,Reactive Dyes And Preparations Based Thereon,1705251,450296634
32041700,Pigments And Preparations Based Thereon,444368,238006956
32041900,Other Synthetic Organic Coloring Matter(Inc.Mixtrs) Of Prods 320411-320419,235054,61347489
32042000,Synthetic Organic Products Used As Fluorescent Brightening Agents,337490,108856175
32049000,Synthetic Organic Products Used As Luminophores,3433,1827356
32050000,Colour Lakes; Preparations Based On Colour Lakes As Specified In Note 3,60022,333726664
32061100,"Pigments & Preparatns Based On Titanium Dioxide,Cont.=>80%Titanium Dioxide",1290138,429314403
32061910,"Pigments/Preparatns Based On Titanium Dioxide, Cont.< 80% Titanium Dioxide",31600,4682554
32061920,Color master batch,294779,104947763
32061990,"Pigments/Preparatns Based On Titanium Dioxide, Cont.< 80% Titanium Dioxide",28718,10793108
32062000,Pigments And Preparations Based On Chromium Compounds,55795,26311014
32064100,Ultramarine And Preparations Based On Other Colouring Matter,34172,5516894
32064200,Lithopone And Other Pigments And Preparations Based On Zinc Sulphide,27,10929
32064900,"Other Colouring Matter; Preparations As Specified In Note 3, Nes",58039,18756934
32065000,Inorganic Products Of A Kind Used As Luminophores,45,28180
32071000,"Prepared Pigments, Opacifiers & Colours... For Ceramics And Glass Ind.Etc",84801,96628872
32072000,"Vitrifiable Enamels And Glazes, Englobes And Similar Preparations",3866949,289656779
32073000,LIQUID LUSTRES AND SIMILAR PREPARATIONS,106,57147999
32074000,"GLASS FRIT AND OTHER GLASS,IN THE FORM OF GRANULES OR FLAKES",5618949,425571557
32081020,Insulating varnish for copper wire,94245,23159648
32081090,"Other Paints Based On Polyesters, In A Non-Aqueous Medium",15393,11098653
32082091,"Other Paints Based On Acrylic Or Vinyl Polymers, In A Non-Aqueous Medium",10088,7051211
32082099,"Other Paints Based On Acrylic Or Vinyl Polymers, In A Non-Aqueous Medium",36912,18171946
32089020,Heat Sealable Lacquers,84,334409
32089030,Coating materials,72228,20216814
32089090,"Other Paints And Varnishes, In A Non-Aqueous Medium, Nes",323819,226724051
32091000,Based on acrylic or vinyl polymers,13970,2865847
32099030,Coating materials imported by VAT registered cookingware manufacturers,39058,18009491
32099090,"Other Paints And Varnishes, In An Aqueous Medium, Nes",48859,16358592
32100020,Prepared Water Pigments Of A Kind Used For Finishing Leather For Cleaning.,1,1502
32100090,Other Paints & Varnishes,17118,5372890
32110000,Prepared Driers,118720,24207163
32121000,Stamping Foils,69551,48333787
32129000,"PIGMENTS(INCL.METALIC..) DISPERSED IN NON AQUEOUS MEDIA..,EXCL. STAMPING FOILS",169320,48905618
32131000,Colours in sets,30226,4434736
32139000,"Artists', Students' Or Signboard Painters' Colours In Packings, Nes",6382,2050633
32141000,"GLAZIERS PUTTY,GRAFTING PUTTY, RESIN CEMENTS, CAULKING COMPOUNDS AND OTHER MASTICS...",524928,88192342
32149000,Non-Refractory Surfacing Preparations,364641,168362567
32151100,"Black printing ink, whether or not concentrated or solid",40527,28770617
32151900,"Printing ink, whether or not concentrated or solid (excl. black)",427630,582364693
32159010,Inkjet Refill In Injectable Form,12517,18267811
32159020,Ink for ball point pen imp by VAT reg ball point pen manf. Ind.,21709,20178682
32159030,Inkjet Refill in injectable form,2000,873748
32159090,"Other Ink,Wheterh Or Not Concentrated Or Solid(Ex.Ink For Ball Points Pens",40666,28921627
33011200,Essential Oils Of Orange (Incl. Concretes And Absolutes),25,293840
33011900,"Essential Oils Of Citrus Fruit (Incl. Concretes And Absolutes), Nes",997,1117280
33012400,Essential Oils Of Peppermint (Incl. Concretes And Absolutes),4815,4431269
33012500,"Essential Oils Of Mints (Incl. Concretes And Absolutes), Nes",900,1596025
33012900,"Essential Oils (Incl. Concretes And Absolutes), Nes",15116,11353523
33019000,"Concentrates of essential oils in fats... aqueous distillates, extracted oleoresins etc",7400,6984049
33021010,Of A Kind Usd.Bvg.manf.&Imp.by VAT Reg.Bev.Inds.Contn.Alchol<0.5%absolute/vlm.Free Al,132116,190486110
33021090,Mix. Of Odoriferous Subs. Excl. Those Used In Bev. Industries,61549,111267673
33029000,Mixtures/With Basis Of Odorifer'S Subst'S Inc.Alc.Sol'S For Use In Ind Nes,351615,472775440
33030000,Perfumes And Toilet Waters,10085,16908428
33041000,Lip Make-Up Preparations,6858,17398362
33042000,Eye Make-Up Preparations,8757,12111404
33043000,Manicure Or Pedicure Preparations,39466,57650222
33049100,"Powders,Whether Or Not Compressed,For Beauty/Makeup/Skin Care/Preparation",18186,11045850
33049900,"Beauty, Make-Up, Skin-Care (Incl. Suntan), Reparations Nes",7203,4936983
33049910,"Powders, wheth er or not compressed, for cosmetic --face and/or skin cream",36377,94678337
33049920,"Beauty, make-up, skin-care (incl. suntan), nes...Moisture Lotion",32283,46616129
33049930,"Beauty, make-up, skin-care (incl. suntan), nes-- Petroleum jelly",180,230237
33049990,"Beauty, make-up, skin-care (incl. suntan), nes-- Petroleum jelly... than other",49961,72037072
33051000,Shampoos,44861,23288053
33052000,Preparations For Permanent Waving Or Straightening,32390,21589019
33053000,Hair Lacquers,13270,8240790
33059000,"Preparations For Use On The Hair, Nes",75866,43842634
33061000,Dentifrices,158718,72038813
33062000,"Yarn Used To Clean Between Teeth (Dental Floss),Individual Retail Packages",1321,758963
33069000,"Preparations For Oral Or Dental Hygiene (Incl. Denture Fixative), Nes",7303,4078358
33071000,"Pre-Shave, Shaving Or After-Shave Preparations",9421,5409194
33072000,Personal Deodorants And Antiperspirants,102566,61152040
33073000,Perfumed Bath Salts And Other Bath Preparations,237,186878
33074100,Agarbatti And Other Odiferous Preparations Which Operate By Burning,87445,14982569
33074900,"Preparations For Deodorizing Rooms, Nes",15207,5820035
33079000,"OTH.PREPARATIONS FOR PERFUMING, EXCL.(PRE-SHAVE..,PERSONAL..,PERFUMED BATH..)",4571,2686609
34011100,"Soap And Organic Surface-Active Products In Bars, Etc, For Toilet Use",35909,18380190
34011900,"Soap And Organic Surface-Active Products In Bars, Etc, Nes",23558,24897202
34012000,SOAP IN OTHER FORMS,5178,4544627
34013000,"ORGNC.SRFC.ACTIVE PROD.&PREPARATION FOR WASHING THE SKIN,IN THE FORM OF ..",90041,52545189
34022000,"Washing And Cleaning Preparations, Put Up For Retail Sale upto 2.5kg",3648,512352
34023100,Anionic organic surface-active ageLinear alkylbenzene sulphonic acids and their salts,1146388,190713690
34023990,Other than Chips of Sodium Isethionate,1517740,308328234
34024100,"Other organic surface-active agents, whether or not put up for retail sale :, Cationi",58204,14059055
